,contour,moments,area_pixels,area_μm^2
0,"[[[299 675]]

 [[289 674]]

 [[283 676]]

 [[278 683]]

 [[278 700]]

 [[276 712]]

 [[280 718]]

 [[287 719]]

 [[292 716]]

 [[295 706]]

 [[305 691]]

 [[305 679]]]","[289, 694]",928.5,107.4205192280994
1,"[[[ 86 675]]

 [[ 82 674]]

 [[ 74 682]]

 [[ 67 678]]

 [[ 61 684]]

 [[ 54 705]]

 [[ 54 711]]

 [[ 57 715]]

 [[ 64 716]]

 [[ 73 714]]

 [[ 76 706]]

 [[ 82 701]]

 [[ 78 692]]

 [[ 78 684]]

 [[ 82 679]]

 [[ 86 678]]]","[68, 697]",758.0,87.69494192234717
2,"[[[519 629]]

 [[518 637]]

 [[521 649]]

 [[521 656]]

 [[518 660]]

 [[521 665]]

 [[520 682]]

 [[523 683]]

 [[529 689]]

 [[535 698]]

 [[541 698]]

 [[537 693]]

 [[537 689]]

 [[542 685]]

 [[544 687]]

 [[547 687]]

 [[548 683]]

 [[551 682]]

 [[552 678]]

 [[547 677]]

 [[544 682]]

 [[539 684]]

 [[538 686]]

 [[531 679]]

 [[527 680]]

 [[525 678]]

 [[525 667]]

 [[529 663]]

 [[527 659]]

 [[528 650]]

 [[527 646]]

 [[525 645]]

 [[526 641]]

 [[522 639]]

 [[524 636]]

 [[522 635]]]","[528, 669]",512.0,59.2345781850155
3,"[[[453 629]]

 [[445 636]]

 [[441 636]]

 [[439 638]]

 [[433 652]]

 [[431 653]]

 [[427 661]]

 [[426 667]]

 [[418 680]]

 [[415 689]]

 [[415 694]]

 [[413 696]]

 [[414 704]]

 [[424 721]]

 [[424 731]]

 [[422 732]]

 [[419 729]]

 [[415 728]]

 [[409 712]]

 [[407 712]]

 [[406 714]]

 [[411 727]]

 [[418 734]]

 [[430 732]]

 [[435 736]]

 [[439 736]]

 [[445 733]]

 [[450 734]]

 [[460 741]]

 [[466 741]]

 [[475 732]]

 [[489 710]]

 [[487 701]]

 [[492 691]]

 [[482 690]]

 [[480 688]]

 [[480 684]]

 [[490 672]]

 [[496 672]]

 [[494 666]]

 [[491 666]]

 [[489 669]]

 [[486 670]]

 [[482 678]]

 [[476 682]]

 [[475 691]]

 [[470 697]]

 [[466 697]]

 [[462 693]]

 [[459 693]]

 [[450 681]]

 [[451 672]]

 [[455 668]]

 [[460 670]]

 [[460 664]]

 [[458 663]]

 [[458 659]]

 [[462 657]]

 [[464 653]]

 [[468 650]]

 [[476 652]]

 [[479 656]]

 [[479 659]]

 [[480 656]]

 [[476 646]]

 [[477 637]]

 [[470 638]]

 [[467 635]]]","[449, 691]",5090.5,588.9328520523856
4,"[[[640 625]]

 [[604 625]]

 [[601 627]]

 [[598 633]]

 [[598 664]]

 [[600 668]]

 [[599 681]]

 [[586 705]]

 [[572 712]]

 [[562 713]]

 [[559 715]]

 [[559 718]]

 [[575 743]]

 [[579 743]]

 [[581 741]]

 [[584 731]]

 [[594 721]]

 [[623 705]]

 [[639 700]]

 [[649 693]]

 [[654 663]]

 [[651 660]]

 [[651 652]]

 [[644 639]]

 [[643 630]]]","[614, 676]",5058.5,585.230690915822
5,"[[[677 602]]

 [[668 605]]

 [[655 621]]

 [[653 626]]

 [[658 635]]

 [[659 640]]

 [[668 648]]

 [[667 652]]

 [[661 651]]

 [[659 653]]

 [[664 661]]

 [[668 678]]

 [[662 687]]

 [[662 693]]

 [[668 699]]

 [[671 699]]

 [[684 705]]

 [[689 705]]

 [[691 707]]

 [[691 712]]

 [[693 712]]

 [[693 706]]

 [[695 701]]

 [[700 699]]

 [[699 695]]

 [[697 695]]

 [[693 701]]

 [[688 702]]

 [[682 697]]

 [[682 691]]

 [[689 688]]

 [[696 682]]

 [[701 681]]

 [[706 684]]

 [[711 679]]

 [[721 660]]

 [[727 653]]

 [[728 648]]

 [[724 644]]

 [[724 634]]

 [[728 632]]

 [[728 628]]

 [[726 626]]

 [[726 619]]

 [[720 609]]

 [[708 610]]

 [[702 607]]

 [[693 607]]

 [[684 602]]]","[690, 646]",5088.0,588.6436207135915
6,"[[[136 591]]

 [[124 591]]

 [[122 593]]

 [[109 592]]

 [[104 596]]

 [[100 597]]

 [[ 89 610]]

 [[ 79 627]]

 [[ 79 632]]

 [[ 84 627]]

 [[ 88 627]]

 [[ 91 632]]

 [[ 90 661]]

 [[ 84 662]]

 [[ 81 658]]

 [[ 81 652]]

 [[ 84 646]]

 [[ 84 642]]

 [[ 81 636]]

 [[ 79 641]]

 [[ 79 657]]

 [[ 87 668]]

 [[ 97 668]]

 [[104 675]]

 [[107 676]]

 [[115 671]]

 [[111 670]]

 [[110 668]]

 [[104 668]]

 [[ 94 662]]

 [[ 95 632]]

 [[ 93 627]]

 [[ 90 626]]

 [[ 88 623]]

 [[ 89 618]]

 [[ 99 604]]

 [[110 597]]

 [[114 597]]

 [[116 599]]

 [[120 609]]

 [[128 616]]

 [[132 624]]

 [[136 626]]

 [[137 629]]

 [[131 639]]

 [[120 634]]

 [[116 634]]

 [[110 638]]

 [[106 645]]

 [[106 654]]

 [[113 662]]

 [[112 666]]

 [[127 668]]

 [[132 664]]

 [[133 667]]

 [[135 667]]

 [[132 664]]

 [[133 660]]

 [[136 657]]

 [[135 642]]

 [[139 632]]

 [[145 625]]

 [[145 621]]

 [[141 624]]

 [[138 624]]

 [[134 620]]

 [[131 611]]

 [[128 611]]

 [[119 601]]

 [[119 598]]

 [[128 597]]]","[112, 638]",1742.0,201.53639687167384
7,"[[[230 582]]

 [[209 581]]

 [[201 586]]

 [[195 586]]

 [[190 588]]

 [[183 595]]

 [[178 596]]

 [[169 607]]

 [[159 611]]

 [[157 622]]

 [[152 630]]

 [[152 635]]

 [[149 640]]

 [[148 652]]

 [[153 665]]

 [[158 665]]

 [[161 662]]

 [[166 663]]

 [[169 668]]

 [[165 675]]

 [[167 678]]

 [[175 680]]

 [[201 680]]

 [[206 678]]

 [[218 678]]

 [[222 673]]

 [[222 668]]

 [[217 664]]

 [[217 660]]

 [[222 659]]

 [[226 661]]

 [[228 659]]

 [[233 643]]

 [[238 636]]

 [[236 632]]

 [[236 623]]

 [[238 619]]

 [[238 596]]

 [[235 586]]]","[196, 631]",6716.5,777.0489148040168
8,"[[[418 578]]

 [[399 582]]

 [[393 577]]

 [[387 576]]

 [[377 583]]

 [[366 583]]

 [[358 589]]

 [[357 593]]

 [[350 601]]

 [[341 602]]

 [[334 609]]

 [[327 628]]

 [[328 640]]

 [[330 643]]

 [[336 671]]

 [[339 675]]

 [[344 677]]

 [[348 682]]

 [[354 685]]

 [[355 690]]

 [[353 697]]

 [[355 700]]

 [[361 702]]

 [[375 702]]

 [[389 697]]

 [[393 689]]

 [[403 688]]

 [[405 686]]

 [[436 622]]

 [[436 617]]

 [[434 614]]

 [[432 614]]

 [[429 622]]

 [[425 624]]

 [[419 623]]

 [[416 619]]

 [[418 611]]

 [[420 609]]

 [[424 609]]

 [[421 605]]

 [[422 599]]

 [[425 599]]

 [[431 605]]

 [[431 611]]

 [[435 611]]

 [[435 605]]

 [[431 603]]

 [[430 596]]

 [[424 584]]]","[379, 636]",9372.5,1084.3282891387848
9,"[[[ 87 563]]

 [[ 69 560]]

 [[ 66 564]]

 [[ 61 566]]

 [[ 51 565]]

 [[ 47 572]]

 [[ 41 577]]

 [[ 37 584]]

 [[ 34 598]]

 [[ 35 607]]

 [[ 43 617]]

 [[ 51 620]]

 [[ 61 620]]

 [[ 63 617]]

 [[ 68 618]]

 [[ 73 614]]

 [[ 74 608]]

 [[ 81 603]]

 [[ 80 601]]

 [[ 78 601]]

 [[ 76 605]]

 [[ 73 606]]

 [[ 61 617]]

 [[ 59 617]]

 [[ 56 612]]

 [[ 45 612]]

 [[ 41 608]]

 [[ 41 605]]

 [[ 49 597]]

 [[ 56 596]]

 [[ 62 590]]

 [[ 63 583]]

 [[ 67 578]]

 [[ 70 578]]

 [[ 74 582]]

 [[ 75 594]]

 [[ 77 596]]

 [[ 82 596]]

 [[ 84 599]]

 [[ 88 597]]

 [[ 92 591]]

 [[ 92 585]]

 [[ 84 569]]]","[61, 586]",1704.5,197.19792678976353
