,contour,moments,area_pixels
0,"[[[3928  125]]

 [[3914  127]]

 [[3910  130]]

 [[3907  136]]

 [[3901  136]]

 [[3898  139]]

 [[3899  144]]

 [[3903  146]]

 [[3909  142]]

 [[3913  143]]

 [[3913  145]]

 [[3909  149]]

 [[3909  152]]

 [[3914  157]]

 [[3920  157]]

 [[3920  162]]

 [[3917  164]]

 [[3916  167]]

 [[3918  172]]

 [[3923  172]]

 [[3926  170]]

 [[3926  165]]

 [[3929  163]]

 [[3929  160]]

 [[3934  153]]

 [[3934  148]]

 [[3931  145]]

 [[3924  145]]

 [[3920  147]]

 [[3916  144]]

 [[3921  139]]

 [[3926  138]]

 [[3930  135]]

 [[3931  128]]]","[3918, 145]",786.0
1,"[[[3876   75]]

 [[3876   81]]

 [[3883   86]]

 [[3883  100]]

 [[3872  100]]

 [[3871  108]]

 [[3874  110]]

 [[3874  112]]

 [[3870  113]]

 [[3868  119]]

 [[3871  122]]

 [[3876  122]]

 [[3878  115]]

 [[3875  113]]

 [[3876  111]]

 [[3879  111]]

 [[3882  116]]

 [[3889  118]]

 [[3892  117]]

 [[3895  111]]

 [[3905  110]]

 [[3910  118]]

 [[3917  118]]

 [[3924  109]]

 [[3923  102]]

 [[3918   99]]

 [[3918   94]]

 [[3915   91]]

 [[3910   93]]

 [[3909   97]]

 [[3913  101]]

 [[3913  103]]

 [[3906  104]]

 [[3904  101]]

 [[3899   99]]

 [[3896   93]]

 [[3893   91]]

 [[3898   84]]

 [[3896   76]]

 [[3886   72]]]","[3893, 100]",1251.0
2,"[[[3795   60]]

 [[3792   62]]

 [[3794   68]]

 [[3792   71]]

 [[3782   71]]

 [[3780   74]]

 [[3780   77]]

 [[3783   81]]

 [[3779   86]]

 [[3779   93]]

 [[3782   99]]

 [[3789  102]]

 [[3790  105]]

 [[3794  108]]

 [[3797  108]]

 [[3801  103]]

 [[3800   99]]

 [[3797   96]]

 [[3793   95]]

 [[3795   89]]

 [[3794   82]]

 [[3798   78]]

 [[3798   73]]

 [[3795   69]]

 [[3800   68]]

 [[3801   61]]]","[3790, 85]",597.0
3,"[[[2627 1220]]

 [[2630 1224]]

 [[2644 1224]]

 [[2646 1222]]

 [[2658 1220]]

 [[2659 1218]]

 [[2661 1218]]

 [[2663 1221]]

 [[2670 1223]]

 [[2674 1221]]

 [[2676 1211]]

 [[2680 1209]]

 [[2682 1212]]

 [[2685 1212]]

 [[2688 1210]]

 [[2689 1205]]

 [[2681 1194]]

 [[2672 1196]]

 [[2669 1188]]

 [[2666 1186]]

 [[2662 1186]]

 [[2659 1188]]

 [[2658 1196]]

 [[2661 1201]]

 [[2654 1203]]

 [[2651 1200]]

 [[2653 1181]]

 [[2650 1178]]

 [[2650 1171]]

 [[2642 1170]]

 [[2642 1179]]

 [[2633 1195]]

 [[2633 1208]]

 [[2629 1210]]

 [[2627 1214]]]","[2654, 1203]",1733.0
4,"[[[2496 1124]]

 [[2493 1126]]

 [[2491 1130]]

 [[2491 1136]]

 [[2495 1140]]

 [[2497 1149]]

 [[2501 1155]]

 [[2506 1159]]

 [[2510 1159]]

 [[2514 1156]]

 [[2517 1148]]

 [[2516 1145]]

 [[2520 1143]]

 [[2524 1138]]

 [[2523 1130]]

 [[2520 1127]]

 [[2516 1127]]

 [[2512 1130]]

 [[2507 1131]]

 [[2501 1124]]]","[2506, 1139]",737.5
5,"[[[2573 1063]]

 [[2565 1064]]

 [[2563 1060]]

 [[2556 1058]]

 [[2552 1060]]

 [[2552 1067]]

 [[2554 1068]]

 [[2554 1070]]

 [[2547 1072]]

 [[2542 1077]]

 [[2540 1077]]

 [[2533 1068]]

 [[2526 1068]]

 [[2520 1074]]

 [[2515 1084]]

 [[2510 1083]]

 [[2506 1087]]

 [[2507 1092]]

 [[2513 1093]]

 [[2517 1097]]

 [[2517 1102]]

 [[2510 1109]]

 [[2503 1112]]

 [[2501 1115]]

 [[2502 1122]]

 [[2509 1123]]

 [[2521 1119]]

 [[2526 1113]]

 [[2529 1103]]

 [[2532 1099]]

 [[2540 1099]]

 [[2547 1095]]

 [[2550 1088]]

 [[2555 1083]]

 [[2564 1080]]

 [[2564 1073]]

 [[2566 1071]]

 [[2568 1073]]

 [[2571 1073]]

 [[2575 1070]]

 [[2575 1066]]]","[2533, 1088]",1759.5
6,"[[[2609 1026]]

 [[2609 1032]]

 [[2613 1038]]

 [[2615 1038]]

 [[2619 1042]]

 [[2621 1042]]

 [[2627 1047]]

 [[2638 1052]]

 [[2648 1059]]

 [[2648 1064]]

 [[2650 1068]]

 [[2653 1070]]

 [[2658 1078]]

 [[2665 1079]]

 [[2668 1077]]

 [[2668 1071]]

 [[2661 1067]]

 [[2660 1057]]

 [[2664 1056]]

 [[2667 1053]]

 [[2667 1049]]

 [[2662 1045]]

 [[2662 1039]]

 [[2660 1036]]

 [[2653 1035]]

 [[2650 1037]]

 [[2649 1041]]

 [[2646 1042]]

 [[2638 1035]]

 [[2631 1032]]

 [[2621 1023]]

 [[2613 1023]]]","[2642, 1047]",1234.0
7,"[[[2742  998]]

 [[2734  995]]

 [[2729  995]]

 [[2726  997]]

 [[2723 1003]]

 [[2714 1005]]

 [[2709 1009]]

 [[2708 1015]]

 [[2711 1019]]

 [[2712 1024]]

 [[2704 1028]]

 [[2699 1037]]

 [[2699 1041]]

 [[2696 1047]]

 [[2690 1053]]

 [[2688 1060]]

 [[2676 1075]]

 [[2675 1083]]

 [[2677 1085]]

 [[2683 1086]]

 [[2689 1081]]

 [[2696 1069]]

 [[2696 1066]]

 [[2705 1055]]

 [[2707 1051]]

 [[2707 1046]]

 [[2709 1045]]

 [[2711 1039]]

 [[2716 1034]]

 [[2715 1028]]

 [[2724 1025]]

 [[2725 1015]]

 [[2729 1007]]

 [[2741 1008]]

 [[2744 1006]]

 [[2744 1000]]]","[2707, 1037]",1349.5
8,"[[[2882 1156]]

 [[2883 1163]]

 [[2889 1166]]

 [[2901 1165]]

 [[2915 1169]]

 [[2924 1169]]

 [[2928 1164]]

 [[2927 1158]]

 [[2918 1157]]

 [[2914 1154]]

 [[2907 1152]]

 [[2887 1151]]

 [[2883 1153]]]","[2904, 1159]",593.5
9,"[[[2777 1087]]

 [[2768 1089]]

 [[2761 1086]]

 [[2756 1086]]

 [[2744 1099]]

 [[2743 1108]]

 [[2747 1112]]

 [[2743 1126]]

 [[2743 1143]]

 [[2741 1144]]

 [[2737 1140]]

 [[2734 1140]]

 [[2726 1146]]

 [[2724 1159]]

 [[2720 1169]]

 [[2723 1180]]

 [[2732 1180]]

 [[2733 1183]]

 [[2738 1186]]

 [[2746 1183]]

 [[2749 1190]]

 [[2756 1190]]

 [[2757 1183]]

 [[2755 1178]]

 [[2761 1177]]

 [[2764 1174]]

 [[2764 1167]]

 [[2762 1164]]

 [[2752 1163]]

 [[2750 1157]]

 [[2751 1152]]

 [[2747 1149]]

 [[2742 1149]]

 [[2741 1145]]

 [[2749 1145]]

 [[2752 1143]]

 [[2751 1138]]

 [[2754 1135]]

 [[2757 1115]]

 [[2762 1102]]

 [[2776 1103]]

 [[2782 1107]]

 [[2789 1114]]

 [[2790 1117]]

 [[2797 1119]]

 [[2802 1125]]

 [[2808 1128]]

 [[2818 1129]]

 [[2821 1126]]

 [[2819 1118]]

 [[2803 1109]]

 [[2796 1102]]

 [[2794 1102]]

 [[2787 1094]]

 [[2782 1093]]]","[2758, 1135]",2929.5
