,contour,moments,area_pixels,area_μm^2
0,"[[[528 701]]

 [[527 711]]

 [[530 715]]

 [[534 717]]

 [[547 715]]

 [[556 718]]

 [[566 713]]

 [[571 713]]

 [[578 720]]

 [[580 720]]

 [[581 718]]

 [[580 709]]

 [[562 699]]

 [[550 698]]

 [[545 696]]

 [[530 698]]]","[551, 707]",841.5,99.3729408013604
1,"[[[461 676]]

 [[450 689]]

 [[445 697]]

 [[442 706]]

 [[442 721]]

 [[445 728]]

 [[452 731]]

 [[469 732]]

 [[479 737]]

 [[485 736]]

 [[490 741]]

 [[497 740]]

 [[501 734]]

 [[506 715]]

 [[506 706]]

 [[503 699]]

 [[493 686]]

 [[464 675]]]","[474, 708]",3055.5,360.82474226804123
2,"[[[520 659]]

 [[518 668]]

 [[524 670]]

 [[531 680]]

 [[539 683]]

 [[545 683]]

 [[554 687]]

 [[556 686]]

 [[556 682]]

 [[549 669]]

 [[539 666]]

 [[538 664]]

 [[527 658]]]","[537, 672]",551.0,65.06772475525797
3,"[[[471 607]]

 [[454 623]]

 [[450 633]]

 [[450 648]]

 [[454 657]]

 [[461 666]]

 [[474 670]]

 [[478 673]]

 [[482 673]]

 [[489 677]]

 [[492 677]]

 [[496 675]]

 [[505 665]]

 [[510 655]]

 [[512 639]]

 [[507 624]]

 [[502 617]]

 [[481 610]]

 [[477 607]]]","[481, 641]",3200.0,377.88878260766876
4,"[[[462 523]]

 [[457 531]]

 [[457 556]]

 [[461 573]]

 [[470 592]]

 [[476 598]]

 [[486 601]]

 [[493 605]]

 [[505 606]]

 [[509 604]]

 [[515 594]]

 [[517 581]]

 [[511 569]]

 [[512 560]]

 [[510 558]]

 [[510 549]]

 [[498 534]]

 [[490 527]]

 [[478 524]]]","[485, 564]",3679.0,434.4540097542542
5,"[[[635 480]]

 [[634 484]]

 [[644 498]]

 [[649 513]]

 [[649 517]]

 [[639 525]]

 [[629 529]]

 [[628 533]]

 [[638 539]]

 [[650 549]]

 [[655 549]]

 [[665 553]]

 [[678 554]]

 [[681 557]]

 [[693 556]]

 [[693 553]]

 [[696 549]]

 [[702 548]]

 [[704 555]]

 [[702 558]]

 [[700 558]]

 [[700 561]]

 [[709 574]]

 [[709 577]]

 [[706 581]]

 [[706 588]]

 [[714 592]]

 [[719 597]]

 [[723 597]]

 [[732 602]]

 [[736 601]]

 [[740 596]]

 [[739 587]]

 [[736 584]]

 [[725 584]]

 [[721 578]]

 [[714 577]]

 [[711 574]]

 [[707 565]]

 [[710 555]]

 [[707 549]]

 [[708 540]]

 [[706 519]]

 [[714 512]]

 [[716 508]]

 [[702 509]]

 [[695 507]]

 [[683 495]]

 [[679 488]]

 [[667 489]]

 [[663 485]]

 [[650 485]]

 [[645 482]]]","[678, 530]",4607.0,544.0417567104781
6,"[[[462 447]]

 [[453 454]]

 [[450 463]]

 [[449 482]]

 [[452 502]]

 [[455 508]]

 [[459 510]]

 [[461 513]]

 [[481 514]]

 [[492 517]]

 [[499 510]]

 [[502 502]]

 [[504 488]]

 [[503 475]]

 [[487 447]]

 [[481 445]]]","[475, 481]",3183.0,375.8812484500655
7,"[[[608 444]]

 [[607 460]]

 [[609 462]]

 [[629 466]]

 [[635 466]]

 [[638 464]]

 [[648 464]]

 [[648 460]]

 [[643 455]]

 [[639 453]]

 [[632 453]]

 [[627 450]]

 [[628 446]]

 [[635 446]]

 [[633 440]]

 [[626 440]]

 [[622 442]]

 [[610 442]]]","[624, 454]",699.0,82.54508095086264
8,"[[[641 437]]

 [[642 442]]

 [[651 446]]

 [[659 453]]

 [[665 455]]

 [[671 459]]

 [[680 469]]

 [[683 469]]

 [[687 472]]

 [[695 472]]

 [[698 469]]

 [[700 469]]

 [[705 460]]

 [[705 455]]

 [[701 450]]

 [[689 441]]

 [[687 441]]

 [[686 439]]

 [[681 438]]

 [[679 436]]

 [[663 438]]

 [[644 435]]]","[677, 451]",1272.5,150.26983620883078
9,"[[[499 439]]

 [[498 446]]

 [[503 458]]

 [[508 465]]

 [[518 464]]

 [[523 458]]

 [[526 451]]

 [[529 449]]

 [[532 449]]

 [[536 452]]

 [[536 458]]

 [[531 466]]

 [[523 474]]

 [[517 475]]

 [[514 478]]

 [[519 499]]

 [[522 502]]

 [[522 506]]

 [[525 510]]

 [[528 510]]

 [[539 519]]

 [[539 523]]

 [[529 523]]

 [[517 516]]

 [[508 515]]

 [[505 519]]

 [[505 527]]

 [[510 535]]

 [[527 554]]

 [[527 556]]

 [[532 558]]

 [[535 563]]

 [[539 562]]

 [[535 560]]

 [[535 552]]

 [[538 549]]

 [[546 548]]

 [[554 542]]

 [[555 538]]

 [[552 534]]

 [[553 529]]

 [[558 529]]

 [[574 534]]

 [[590 527]]

 [[589 515]]

 [[593 508]]

 [[603 501]]

 [[617 501]]

 [[620 504]]

 [[621 510]]

 [[618 514]]

 [[616 514]]

 [[613 517]]

 [[614 521]]

 [[624 518]]

 [[629 513]]

 [[631 505]]

 [[627 499]]

 [[626 490]]

 [[620 492]]

 [[612 479]]

 [[608 481]]

 [[594 477]]

 [[591 480]]

 [[588 479]]

 [[588 472]]

 [[594 467]]

 [[595 463]]

 [[593 462]]

 [[590 456]]

 [[590 446]]

 [[581 438]]

 [[562 436]]

 [[557 439]]

 [[552 439]]

 [[550 441]]

 [[548 451]]

 [[544 454]]

 [[542 454]]

 [[539 451]]

 [[540 443]]

 [[538 439]]

 [[534 436]]

 [[524 434]]

 [[504 434]]]","[555, 489]",8514.5,1005.4793873478111
