,contour,moments,area_pixels
0,"[[[659 529]]

 [[644 530]]

 [[633 542]]

 [[624 559]]

 [[627 580]]

 [[634 591]]

 [[640 595]]

 [[642 601]]

 [[645 603]]

 [[650 602]]

 [[656 593]]

 [[656 589]]

 [[652 580]]

 [[656 575]]

 [[656 571]]

 [[662 561]]

 [[662 555]]

 [[660 550]]

 [[664 541]]

 [[664 533]]]","[644, 562]",1961.5
1,"[[[425 481]]

 [[416 479]]

 [[408 481]]

 [[402 487]]

 [[400 492]]

 [[394 496]]

 [[391 517]]

 [[393 533]]

 [[391 535]]

 [[389 550]]

 [[381 556]]

 [[374 555]]

 [[366 559]]

 [[361 559]]

 [[358 563]]

 [[350 564]]

 [[341 572]]

 [[338 577]]

 [[338 580]]

 [[331 589]]

 [[331 593]]

 [[326 602]]

 [[325 611]]

 [[323 615]]

 [[323 640]]

 [[328 658]]

 [[339 669]]

 [[340 676]]

 [[348 677]]

 [[349 679]]

 [[363 682]]

 [[366 679]]

 [[370 679]]

 [[377 672]]

 [[385 670]]

 [[393 663]]

 [[395 655]]

 [[399 649]]

 [[399 634]]

 [[401 632]]

 [[400 628]]

 [[403 624]]

 [[404 615]]

 [[406 611]]

 [[409 609]]

 [[410 603]]

 [[412 602]]

 [[417 593]]

 [[417 591]]

 [[408 583]]

 [[407 578]]

 [[404 576]]

 [[404 573]]

 [[398 567]]

 [[396 563]]

 [[396 557]]

 [[399 556]]

 [[402 558]]

 [[406 555]]

 [[420 553]]

 [[443 555]]

 [[447 551]]

 [[447 546]]

 [[451 540]]

 [[452 533]]

 [[452 508]]

 [[448 502]]

 [[448 499]]

 [[445 499]]

 [[444 502]]

 [[439 501]]

 [[436 495]]

 [[438 488]]

 [[433 485]]

 [[430 485]]]","[383, 586]",12304.0
2,"[[[331 456]]

 [[322 454]]

 [[318 462]]

 [[309 459]]

 [[302 460]]

 [[300 465]]

 [[303 478]]

 [[307 479]]

 [[311 483]]

 [[311 486]]

 [[308 489]]

 [[310 493]]

 [[316 492]]

 [[316 488]]

 [[314 487]]

 [[314 485]]

 [[318 481]]

 [[316 471]]

 [[320 466]]

 [[329 465]]

 [[331 462]]]","[313, 469]",509.5
3,"[[[401 372]]

 [[394 372]]

 [[390 367]]

 [[385 366]]

 [[382 368]]

 [[382 371]]

 [[379 374]]

 [[372 377]]

 [[370 382]]

 [[362 383]]

 [[357 389]]

 [[359 396]]

 [[365 398]]

 [[365 408]]

 [[371 409]]

 [[374 405]]

 [[373 399]]

 [[368 396]]

 [[372 390]]

 [[372 387]]

 [[387 387]]

 [[389 385]]

 [[390 378]]

 [[395 382]]

 [[400 382]]

 [[403 379]]

 [[403 374]]]","[378, 384]",675.0
4,"[[[568 350]]

 [[560 356]]

 [[560 359]]

 [[557 360]]

 [[554 366]]

 [[556 388]]

 [[558 390]]

 [[560 398]]

 [[562 399]]

 [[562 403]]

 [[567 403]]

 [[569 406]]

 [[574 406]]

 [[576 408]]

 [[585 408]]

 [[591 410]]

 [[593 402]]

 [[601 388]]

 [[603 388]]

 [[603 386]]

 [[606 383]]

 [[606 372]]

 [[608 369]]

 [[603 368]]

 [[602 361]]

 [[594 362]]

 [[580 350]]]","[578, 378]",2279.0
5,"[[[618 109]]

 [[618 113]]

 [[621 118]]

 [[633 118]]

 [[635 122]]

 [[640 123]]

 [[645 129]]

 [[652 129]]

 [[654 131]]

 [[658 131]]

 [[661 128]]

 [[662 117]]

 [[660 116]]

 [[658 110]]

 [[653 110]]

 [[650 114]]

 [[650 117]]

 [[644 120]]

 [[642 116]]

 [[636 113]]

 [[636 101]]

 [[631 100]]

 [[626 106]]

 [[623 106]]

 [[622 108]]]","[641, 116]",587.5
6,"[[[795 465]]

 [[793 465]]

 [[791 462]]

 [[777 461]]

 [[775 459]]

 [[763 465]]

 [[760 465]]

 [[757 472]]

 [[758 479]]

 [[756 486]]

 [[770 486]]

 [[771 484]]

 [[775 484]]

 [[781 478]]

 [[796 479]]

 [[797 476]]

 [[794 474]]

 [[794 471]]

 [[796 469]]]","[775, 472]",742.0
7,"[[[ 996  590]]

 [[ 993  591]]

 [[ 990  595]]

 [[ 988  619]]

 [[ 985  622]]

 [[ 978  624]]

 [[ 972  632]]

 [[ 971  648]]

 [[ 974  663]]

 [[ 970  673]]

 [[ 960  685]]

 [[ 959  690]]

 [[ 961  694]]

 [[ 966  695]]

 [[ 975  690]]

 [[ 982  682]]

 [[ 984  682]]

 [[ 988  696]]

 [[ 992  701]]

 [[ 998  704]]

 [[ 996  708]]

 [[ 997  714]]

 [[1001  716]]

 [[1006  716]]

 [[1009  711]]

 [[1009  706]]

 [[1006  703]]

 [[1006  701]]

 [[1010  698]]

 [[1010  690]]

 [[1002  683]]

 [[ 993  659]]

 [[ 987  654]]

 [[ 986  645]]

 [[ 988  644]]

 [[ 991  647]]

 [[ 996  647]]

 [[1004  642]]

 [[1012  633]]

 [[1023  629]]

 [[1029  625]]

 [[1031  621]]

 [[1029  616]]

 [[1031  613]]

 [[1031  608]]

 [[1028  603]]

 [[1006  597]]

 [[1002  591]]]","[994, 646]",3608.5
8,"[[[1003  329]]

 [[1001  327]]

 [[ 995  328]]

 [[ 994  332]]

 [[ 988  333]]

 [[ 978  328]]

 [[ 974  328]]

 [[ 966  332]]

 [[ 956  333]]

 [[ 949  336]]

 [[ 932  333]]

 [[ 925  337]]

 [[ 926  344]]

 [[ 935  349]]

 [[ 954  349]]

 [[ 960  346]]

 [[ 970  344]]

 [[ 972  342]]

 [[ 983  343]]

 [[ 987  347]]

 [[ 992  348]]

 [[ 996  347]]

 [[ 999  344]]

 [[1000  337]]

 [[1003  333]]]","[964, 339]",1067.0
9,"[[[1204  275]]

 [[1200  272]]

 [[1194  271]]

 [[1183  272]]

 [[1180  275]]

 [[1175  276]]

 [[1173  278]]

 [[1172  283]]

 [[1167  288]]

 [[1166  296]]

 [[1168  299]]

 [[1178  300]]

 [[1184  298]]

 [[1184  291]]

 [[1182  287]]

 [[1193  287]]

 [[1196  284]]

 [[1203  282]]]","[1183, 284]",617.5
