,contour,moments,area_pixels
0,"[[[817 619]]

 [[808 616]]

 [[803 611]]

 [[803 609]]

 [[792 600]]

 [[788 598]]

 [[781 598]]

 [[777 602]]

 [[778 607]]

 [[771 615]]

 [[768 615]]

 [[762 620]]

 [[757 621]]

 [[754 624]]

 [[754 628]]

 [[751 632]]

 [[748 631]]

 [[748 628]]

 [[742 628]]

 [[741 630]]

 [[738 630]]

 [[737 628]]

 [[731 625]]

 [[727 625]]

 [[723 628]]

 [[721 635]]

 [[718 639]]

 [[718 641]]

 [[722 641]]

 [[723 644]]

 [[719 648]]

 [[714 650]]

 [[714 653]]

 [[712 655]]

 [[710 655]]

 [[710 672]]

 [[713 674]]

 [[714 678]]

 [[718 678]]

 [[722 681]]

 [[722 687]]

 [[725 690]]

 [[727 690]]

 [[731 696]]

 [[744 695]]

 [[750 697]]

 [[752 700]]

 [[759 702]]

 [[768 701]]

 [[776 695]]

 [[782 695]]

 [[785 691]]

 [[785 687]]

 [[783 684]]

 [[784 680]]

 [[794 680]]

 [[802 672]]

 [[808 668]]

 [[811 668]]

 [[819 659]]

 [[825 657]]

 [[825 640]]

 [[823 631]]]","[768, 652]",7459.5
1,"[[[897 471]]

 [[891 469]]

 [[882 470]]

 [[880 472]]

 [[877 472]]

 [[876 474]]

 [[867 476]]

 [[855 482]]

 [[844 492]]

 [[842 492]]

 [[838 500]]

 [[835 501]]

 [[833 509]]

 [[829 514]]

 [[827 523]]

 [[821 531]]

 [[821 536]]

 [[818 543]]

 [[815 546]]

 [[813 556]]

 [[799 573]]

 [[789 593]]

 [[794 595]]

 [[799 600]]

 [[807 603]]

 [[811 609]]

 [[820 609]]

 [[832 612]]

 [[855 611]]

 [[858 609]]

 [[863 609]]

 [[867 605]]

 [[879 601]]

 [[886 596]]

 [[889 589]]

 [[917 559]]

 [[929 541]]

 [[927 513]]

 [[923 506]]

 [[922 496]]

 [[919 490]]

 [[911 483]]

 [[906 481]]]","[865, 544]",12517.0
2,"[[[972 275]]

 [[967 279]]

 [[965 283]]

 [[965 294]]

 [[967 299]]

 [[974 307]]

 [[983 308]]

 [[987 303]]

 [[985 285]]

 [[981 278]]

 [[976 275]]]","[975, 291]",560.0
3,"[[[1146  591]]

 [[1144  597]]

 [[1148  604]]

 [[1155  608]]

 [[1155  613]]

 [[1160  619]]

 [[1161  625]]

 [[1166  627]]

 [[1172  626]]

 [[1174  622]]

 [[1174  617]]

 [[1169  607]]

 [[1173  603]]

 [[1173  598]]

 [[1170  590]]

 [[1166  587]]

 [[1160  587]]

 [[1156  592]]

 [[1150  590]]]","[1161, 604]",731.0
4,"[[[1092  550]]

 [[1092  564]]

 [[1094  566]]

 [[1093  574]]

 [[1096  574]]

 [[1097  576]]

 [[1100  576]]

 [[1104  579]]

 [[1104  584]]

 [[1102  586]]

 [[1098  586]]

 [[1095  584]]

 [[1098  593]]

 [[1111  594]]

 [[1116  583]]

 [[1122  581]]

 [[1130  582]]

 [[1132  580]]

 [[1135  569]]

 [[1131  564]]

 [[1124  565]]

 [[1129  569]]

 [[1129  572]]

 [[1126  573]]

 [[1114  565]]

 [[1114  563]]

 [[1117  562]]

 [[1117  559]]

 [[1110  556]]

 [[1102  556]]

 [[1099  560]]

 [[1097  560]]

 [[1096  556]]

 [[1093  555]]

 [[1095  550]]]","[1110, 573]",924.5
5,"[[[ 999  495]]

 [[ 990  498]]

 [[ 976  500]]

 [[ 976  502]]

 [[ 979  503]]

 [[ 979  506]]

 [[ 977  508]]

 [[ 969  508]]

 [[ 968  512]]

 [[ 971  518]]

 [[ 971  522]]

 [[ 974  526]]

 [[ 974  532]]

 [[ 978  540]]

 [[ 981  542]]

 [[ 979  549]]

 [[ 983  551]]

 [[ 985  556]]

 [[ 985  559]]

 [[ 981  565]]

 [[ 981  569]]

 [[ 984  575]]

 [[ 982  580]]

 [[ 986  583]]

 [[ 986  586]]

 [[ 982  589]]

 [[ 982  591]]

 [[ 988  591]]

 [[ 990  593]]

 [[ 990  597]]

 [[ 988  599]]

 [[ 983  600]]

 [[ 981  598]]

 [[ 979  599]]

 [[ 980  606]]

 [[ 991  608]]

 [[ 993  607]]

 [[ 993  604]]

 [[ 990  603]]

 [[ 991  599]]

 [[ 998  600]]

 [[ 999  604]]

 [[1001  604]]

 [[1001  601]]

 [[1004  599]]

 [[1006  599]]

 [[1009  602]]

 [[1009  604]]

 [[1018  603]]

 [[1019  577]]

 [[1018  574]]

 [[1014  571]]

 [[1013  567]]

 [[1017  566]]

 [[1018  569]]

 [[1024  568]]

 [[1027  560]]

 [[1027  554]]

 [[1015  536]]

 [[1011  526]]

 [[1010  516]]

 [[1008  512]]

 [[1008  500]]

 [[1005  497]]]","[998, 549]",3925.5
6,"[[[1217  396]]

 [[1215  402]]

 [[1211  403]]

 [[1210  409]]

 [[1204  409]]

 [[1199  416]]

 [[1190  419]]

 [[1186  423]]

 [[1182  423]]

 [[1181  426]]

 [[1177  425]]

 [[1169  428]]

 [[1179  429]]

 [[1181  433]]

 [[1187  434]]

 [[1191  438]]

 [[1191  442]]

 [[1189  444]]

 [[1192  448]]

 [[1192  462]]

 [[1195  468]]

 [[1194  477]]

 [[1200  477]]

 [[1202  474]]

 [[1209  471]]

 [[1209  457]]

 [[1211  445]]

 [[1210  441]]

 [[1207  438]]

 [[1207  435]]

 [[1210  432]]

 [[1213  432]]

 [[1214  435]]

 [[1212  439]]

 [[1214  440]]

 [[1215  444]]

 [[1217  442]]

 [[1220  420]]

 [[1220  408]]]","[1202, 436]",1575.0
7,"[[[1213  388]]

 [[1205  380]]

 [[1197  363]]

 [[1195  363]]

 [[1193  366]]

 [[1189  368]]

 [[1180  368]]

 [[1178  377]]

 [[1172  381]]

 [[1166  381]]

 [[1164  385]]

 [[1161  386]]

 [[1161  389]]

 [[1156  396]]

 [[1160  394]]

 [[1165  387]]

 [[1171  386]]

 [[1172  384]]

 [[1181  383]]

 [[1188  387]]

 [[1187  392]]

 [[1192  391]]

 [[1196  396]]

 [[1194  404]]

 [[1190  407]]

 [[1189  411]]

 [[1194  412]]

 [[1197  408]]

 [[1202  407]]

 [[1205  401]]

 [[1205  397]]

 [[1209  391]]

 [[1213  390]]]","[1192, 384]",900.0
8,"[[[1081  378]]

 [[1083  384]]

 [[1087  387]]

 [[1091  399]]

 [[1117  399]]

 [[1122  396]]

 [[1133  393]]

 [[1145  393]]

 [[1149  389]]

 [[1152  382]]

 [[1164  368]]

 [[1164  365]]

 [[1158  363]]

 [[1149  366]]

 [[1144  370]]

 [[1141  370]]

 [[1140  372]]

 [[1135  372]]

 [[1114  364]]

 [[1101  354]]

 [[1096  354]]

 [[1096  356]]

 [[1084  368]]]","[1116, 378]",2240.0
9,"[[[1216  306]]

 [[1211  307]]

 [[1207  310]]

 [[1205  314]]

 [[1195  313]]

 [[1191  317]]

 [[1191  320]]

 [[1189  321]]

 [[1184  348]]

 [[1180  356]]

 [[1177  358]]

 [[1177  360]]

 [[1191  360]]

 [[1196  355]]

 [[1201  342]]

 [[1205  339]]

 [[1215  322]]

 [[1217  310]]]","[1197, 332]",983.0
