,contour,moments,area_pixels
0,"[[[336 703]]

 [[332 708]]

 [[332 712]]

 [[330 713]]

 [[330 715]]

 [[335 714]]

 [[335 711]]

 [[339 708]]

 [[345 708]]

 [[347 712]]

 [[346 715]]

 [[344 715]]

 [[342 718]]

 [[338 720]]

 [[338 725]]

 [[335 729]]

 [[336 733]]

 [[340 734]]

 [[341 737]]

 [[352 739]]

 [[356 744]]

 [[358 744]]

 [[361 741]]

 [[364 741]]

 [[365 736]]

 [[368 734]]

 [[367 722]]

 [[360 716]]

 [[358 716]]

 [[356 712]]

 [[350 707]]

 [[346 707]]

 [[342 703]]]","[350, 724]",820.5
1,"[[[365 657]]

 [[360 665]]

 [[360 672]]

 [[362 674]]

 [[362 678]]

 [[366 679]]

 [[367 681]]

 [[372 681]]

 [[377 689]]

 [[382 690]]

 [[384 687]]

 [[388 686]]

 [[387 678]]

 [[378 672]]

 [[378 667]]

 [[374 659]]]","[372, 673]",504.5
2,"[[[566 666]]

 [[567 674]]

 [[570 677]]

 [[570 682]]

 [[567 691]]

 [[571 691]]

 [[575 695]]

 [[583 697]]

 [[588 700]]

 [[592 699]]

 [[593 695]]

 [[599 689]]

 [[606 674]]

 [[612 673]]

 [[614 678]]

 [[615 692]]

 [[626 698]]

 [[639 699]]

 [[651 703]]

 [[656 699]]

 [[676 696]]

 [[678 699]]

 [[686 704]]

 [[693 706]]

 [[693 702]]

 [[686 694]]

 [[680 691]]

 [[674 679]]

 [[667 673]]

 [[657 671]]

 [[651 668]]

 [[650 665]]

 [[642 659]]

 [[634 660]]

 [[632 662]]

 [[625 662]]

 [[621 660]]

 [[598 659]]

 [[595 656]]

 [[587 655]]

 [[581 657]]

 [[581 659]]

 [[574 664]]

 [[568 664]]]","[622, 679]",3538.5
3,"[[[386 631]]

 [[386 633]]

 [[382 636]]

 [[382 639]]

 [[379 641]]

 [[377 652]]

 [[382 655]]

 [[382 658]]

 [[387 664]]

 [[387 668]]

 [[393 670]]

 [[408 670]]

 [[410 663]]

 [[417 665]]

 [[419 659]]

 [[426 654]]

 [[425 647]]

 [[420 644]]

 [[420 640]]

 [[416 636]]

 [[413 636]]

 [[408 630]]

 [[403 631]]

 [[400 629]]

 [[392 629]]]","[400, 649]",1428.5
4,"[[[557 674]]

 [[554 670]]

 [[550 670]]

 [[546 667]]

 [[546 662]]

 [[538 662]]

 [[534 655]]

 [[526 648]]

 [[496 649]]

 [[492 652]]

 [[486 652]]

 [[483 649]]

 [[483 647]]

 [[486 645]]

 [[496 646]]

 [[499 643]]

 [[506 644]]

 [[506 642]]

 [[500 639]]

 [[494 632]]

 [[495 624]]

 [[487 623]]

 [[482 624]]

 [[474 628]]

 [[473 630]]

 [[468 631]]

 [[469 634]]

 [[474 634]]

 [[478 636]]

 [[474 645]]

 [[471 647]]

 [[457 645]]

 [[455 639]]

 [[450 639]]

 [[446 646]]

 [[443 647]]

 [[443 649]]

 [[433 659]]

 [[431 666]]

 [[425 669]]

 [[421 674]]

 [[419 674]]

 [[414 683]]

 [[414 690]]

 [[423 699]]

 [[427 708]]

 [[427 712]]

 [[431 715]]

 [[437 716]]

 [[434 714]]

 [[434 712]]

 [[436 710]]

 [[438 703]]

 [[438 693]]

 [[446 692]]

 [[449 695]]

 [[448 700]]

 [[444 703]]

 [[446 709]]

 [[453 708]]

 [[462 699]]

 [[472 694]]

 [[498 693]]

 [[501 697]]

 [[505 697]]

 [[512 701]]

 [[521 713]]

 [[527 718]]

 [[528 721]]

 [[531 721]]

 [[536 717]]

 [[540 716]]

 [[545 708]]

 [[552 705]]]","[487, 675]",7425.0
5,"[[[507 624]]

 [[508 632]]

 [[513 638]]

 [[520 637]]

 [[528 632]]

 [[534 632]]

 [[538 634]]

 [[540 637]]

 [[542 637]]

 [[544 639]]

 [[544 642]]

 [[546 642]]

 [[547 645]]

 [[550 645]]

 [[556 653]]

 [[568 655]]

 [[573 652]]

 [[576 648]]

 [[573 641]]

 [[570 641]]

 [[567 638]]

 [[563 625]]

 [[558 622]]

 [[545 620]]

 [[543 616]]

 [[534 608]]

 [[533 605]]

 [[529 605]]

 [[528 608]]

 [[525 609]]

 [[513 620]]

 [[510 620]]]","[541, 630]",1514.5
6,"[[[572 553]]

 [[571 557]]

 [[562 571]]

 [[561 576]]

 [[557 580]]

 [[559 583]]

 [[562 584]]

 [[565 599]]

 [[564 612]]

 [[568 615]]

 [[568 620]]

 [[571 621]]

 [[572 624]]

 [[577 625]]

 [[582 630]]

 [[592 632]]

 [[594 634]]

 [[594 638]]

 [[598 641]]

 [[598 644]]

 [[595 645]]

 [[583 639]]

 [[584 644]]

 [[612 652]]

 [[626 652]]

 [[627 649]]

 [[634 651]]

 [[643 650]]

 [[647 644]]

 [[646 641]]

 [[634 640]]

 [[629 637]]

 [[628 632]]

 [[626 630]]

 [[626 619]]

 [[624 613]]

 [[625 607]]

 [[618 600]]

 [[617 594]]

 [[613 590]]

 [[612 578]]

 [[609 575]]

 [[607 575]]

 [[599 565]]

 [[595 563]]

 [[589 563]]

 [[585 559]]

 [[583 559]]

 [[580 553]]]","[595, 605]",4476.5
7,"[[[562 471]]

 [[554 470]]

 [[550 476]]

 [[539 483]]

 [[537 490]]

 [[529 500]]

 [[521 502]]

 [[519 505]]

 [[512 507]]

 [[512 509]]

 [[509 510]]

 [[502 520]]

 [[497 524]]

 [[497 528]]

 [[495 531]]

 [[492 531]]

 [[491 536]]

 [[488 537]]

 [[477 547]]

 [[475 547]]

 [[473 550]]

 [[470 550]]

 [[468 552]]

 [[468 556]]

 [[462 559]]

 [[462 562]]

 [[458 567]]

 [[455 568]]

 [[455 572]]

 [[448 578]]

 [[448 580]]

 [[442 583]]

 [[437 590]]

 [[435 590]]

 [[429 595]]

 [[422 597]]

 [[422 600]]

 [[427 602]]

 [[430 610]]

 [[433 611]]

 [[434 614]]

 [[440 620]]

 [[446 623]]

 [[450 621]]

 [[464 622]]

 [[478 618]]

 [[480 616]]

 [[480 613]]

 [[485 610]]

 [[487 610]]

 [[490 614]]

 [[508 610]]

 [[517 602]]

 [[522 600]]

 [[529 591]]

 [[531 591]]

 [[543 581]]

 [[550 570]]

 [[550 566]]

 [[556 562]]

 [[561 551]]

 [[563 550]]

 [[563 547]]

 [[567 539]]

 [[567 533]]

 [[570 529]]

 [[570 523]]

 [[566 519]]

 [[563 510]]

 [[556 500]]

 [[557 493]]

 [[561 489]]

 [[561 480]]

 [[563 478]]]","[506, 559]",10091.5
8,"[[[697 345]]

 [[695 347]]

 [[686 347]]

 [[688 351]]

 [[682 357]]

 [[677 355]]

 [[674 356]]

 [[671 362]]

 [[667 365]]

 [[665 373]]

 [[666 383]]

 [[672 392]]

 [[675 393]]

 [[684 386]]

 [[689 385]]

 [[693 382]]

 [[703 380]]

 [[710 370]]

 [[709 361]]

 [[703 358]]

 [[703 353]]]","[686, 369]",1309.5
9,"[[[789 584]]

 [[788 587]]

 [[784 591]]

 [[781 591]]

 [[781 593]]

 [[779 594]]

 [[782 610]]

 [[787 611]]

 [[791 614]]

 [[790 622]]

 [[795 629]]

 [[801 629]]

 [[808 633]]

 [[810 636]]

 [[818 636]]

 [[819 640]]

 [[821 640]]

 [[828 646]]

 [[829 652]]

 [[834 656]]

 [[835 660]]

 [[840 667]]

 [[839 694]]

 [[843 708]]

 [[845 709]]

 [[843 714]]

 [[846 714]]

 [[847 717]]

 [[856 724]]

 [[858 724]]

 [[861 728]]

 [[876 723]]

 [[887 723]]

 [[895 725]]

 [[896 719]]

 [[901 716]]

 [[902 712]]

 [[904 711]]

 [[905 705]]

 [[908 704]]

 [[908 702]]

 [[905 701]]

 [[905 690]]

 [[908 681]]

 [[905 679]]

 [[900 679]]

 [[894 674]]

 [[892 674]]

 [[890 672]]

 [[890 669]]

 [[887 667]]

 [[887 659]]

 [[882 659]]

 [[881 656]]

 [[883 654]]

 [[886 654]]

 [[887 652]]

 [[887 630]]

 [[889 628]]

 [[895 628]]

 [[895 625]]

 [[901 623]]

 [[905 619]]

 [[905 616]]

 [[896 619]]

 [[890 616]]

 [[889 614]]

 [[881 613]]

 [[876 618]]

 [[873 618]]

 [[869 615]]

 [[867 611]]

 [[858 611]]

 [[857 602]]

 [[854 602]]

 [[846 596]]

 [[841 588]]

 [[839 579]]

 [[829 571]]

 [[813 573]]

 [[806 579]]

 [[798 582]]

 [[797 584]]]","[849, 647]",9673.0
