,contour,moments,area_pixels,area_Hm^2
44,"[[[941  74]]

 [[935  79]]

 [[934  88]]

 [[938  97]]

 [[938 103]]

 [[944 105]]

 [[948 109]]

 [[949 115]]

 [[944 116]]

 [[945 118]]

 [[949 118]]

 [[950 115]]

 [[959 118]]

 [[962 116]]

 [[962 110]]

 [[964 106]]

 [[971 100]]

 [[971  98]]

 [[963  93]]

 [[957  85]]

 [[958  79]]

 [[962  78]]

 [[962  74]]

 [[955  72]]]","[950, 93]",1021.0,186.46358389948134
45,"[[[815  46]]

 [[806  49]]

 [[793  58]]

 [[793  60]]

 [[790  63]]

 [[791  71]]

 [[789  72]]

 [[789  77]]

 [[794  89]]

 [[797  90]]

 [[799  88]]

 [[798  82]]

 [[790  74]]

 [[790  72]]

 [[795  69]]

 [[817  70]]

 [[821  76]]

 [[824  89]]

 [[821  94]]

 [[815  99]]

 [[803 100]]

 [[802  98]]

 [[799  98]]

 [[799 101]]

 [[803 105]]

 [[813 110]]

 [[822 110]]

 [[825 108]]

 [[830 108]]

 [[834 105]]

 [[844  93]]

 [[845  87]]

 [[831  50]]

 [[828  47]]]","[820, 76]",1890.5,345.25896705383883
46,"[[[858  27]]

 [[841  39]]

 [[841  50]]

 [[847  59]]

 [[856  80]]

 [[868  89]]

 [[880  89]]

 [[892  78]]

 [[897  69]]

 [[899  55]]

 [[895  52]]

 [[896  37]]

 [[885  27]]]","[871, 55]",2716.5,496.11001534078457
47,"[[[860  13]]

 [[850  15]]

 [[849  17]]

 [[840  21]]

 [[839  24]]

 [[834  25]]

 [[827  31]]

 [[821  30]]

 [[809  33]]

 [[799  37]]

 [[792  42]]

 [[786  43]]

 [[784  46]]

 [[781  47]]

 [[781  49]]

 [[778  52]]

 [[778  59]]

 [[773  57]]

 [[757  58]]

 [[743  62]]

 [[733  67]]

 [[725  75]]

 [[710  80]]

 [[702  87]]

 [[697  96]]

 [[694  98]]

 [[695 106]]

 [[698 107]]

 [[700  97]]

 [[704  94]]

 [[708  86]]

 [[713  85]]

 [[718  80]]

 [[728  82]]

 [[729  75]]

 [[733  71]]

 [[736  71]]

 [[742  67]]

 [[751  66]]

 [[754  63]]

 [[768  61]]

 [[778  64]]

 [[782  52]]

 [[792  43]]

 [[820  33]]

 [[823  33]]

 [[829  38]]

 [[831  38]]

 [[834  30]]

 [[837  29]]

 [[847  19]]]","[765, 58]",765.0,139.71071663379354
48,"[[[1012  558]]

 [[1013  573]]

 [[1017  576]]

 [[1024  577]]

 [[1026  579]]

 [[1026  584]]

 [[1033  585]]

 [[1032  580]]

 [[1034  577]]

 [[1042  577]]

 [[1046  583]]

 [[1049  581]]

 [[1054  581]]

 [[1058  584]]

 [[1060  589]]

 [[1067  595]]

 [[1070  603]]

 [[1073  604]]

 [[1079  585]]

 [[1079  578]]

 [[1077  571]]

 [[1070  566]]

 [[1069  561]]

 [[1062  556]]

 [[1055  556]]

 [[1045  549]]

 [[1033  549]]

 [[1026  554]]

 [[1015  555]]]","[1047, 570]",1893.5,345.8068522171086
49,"[[[1165  489]]

 [[1160  489]]

 [[1150  482]]

 [[1131  478]]

 [[1124  485]]

 [[1118  503]]

 [[1118  511]]

 [[1115  517]]

 [[1116  532]]

 [[1112  539]]

 [[1110  548]]

 [[1103  555]]

 [[1092  572]]

 [[1090  577]]

 [[1089  591]]

 [[1087  593]]

 [[1084  605]]

 [[1081  607]]

 [[1080  612]]

 [[1085  620]]

 [[1086  619]]

 [[1084  616]]

 [[1084  612]]

 [[1086  605]]

 [[1096  595]]

 [[1102  593]]

 [[1105  590]]

 [[1110  590]]

 [[1113  587]]

 [[1124  582]]

 [[1134  582]]

 [[1138  585]]

 [[1145  585]]

 [[1158  574]]

 [[1166  563]]

 [[1174  556]]

 [[1174  553]]

 [[1170  553]]

 [[1166  558]]

 [[1163  558]]

 [[1148  551]]

 [[1134  550]]

 [[1131  547]]

 [[1129  541]]

 [[1123  542]]

 [[1121  540]]

 [[1121  536]]

 [[1124  532]]

 [[1124  529]]

 [[1127  526]]

 [[1127  522]]

 [[1135  510]]

 [[1137  504]]

 [[1151  495]]

 [[1154  495]]

 [[1158  501]]

 [[1164  501]]

 [[1166  499]]]","[1126, 547]",3881.5,708.8720870772153
50,"[[[ 927  405]]

 [[ 927  410]]

 [[ 925  411]]

 [[ 924  418]]

 [[ 916  425]]

 [[ 917  458]]

 [[ 921  468]]

 [[ 921  475]]

 [[ 914  493]]

 [[ 913  506]]

 [[ 915  516]]

 [[ 920  512]]

 [[ 922  507]]

 [[ 926  503]]

 [[ 926  499]]

 [[ 936  488]]

 [[ 938  488]]

 [[ 941  492]]

 [[ 939  505]]

 [[ 949  503]]

 [[ 952  497]]

 [[ 952  493]]

 [[ 949  487]]

 [[ 949  481]]

 [[ 951  478]]

 [[ 958  477]]

 [[ 963  482]]

 [[ 963  487]]

 [[ 961  491]]

 [[ 969  495]]

 [[ 969  500]]

 [[ 972  504]]

 [[ 980  508]]

 [[ 983  508]]

 [[ 990  515]]

 [[ 994  526]]

 [[ 991  527]]

 [[ 986  522]]

 [[ 981  520]]

 [[ 976  514]]

 [[ 969  513]]

 [[ 964  510]]

 [[ 948  512]]

 [[ 944  515]]

 [[ 929  520]]

 [[ 927  523]]

 [[ 925  535]]

 [[ 922  538]]

 [[ 922  546]]

 [[ 919  552]]

 [[ 919  580]]

 [[ 924  588]]

 [[ 933  587]]

 [[ 936  589]]

 [[ 939  594]]

 [[ 938  600]]

 [[ 932  602]]

 [[ 930  605]]

 [[ 925  605]]

 [[ 920  600]]

 [[ 917  594]]

 [[ 913  607]]

 [[ 904  619]]

 [[ 893  626]]

 [[ 884  626]]

 [[ 882  628]]

 [[ 883  641]]

 [[ 888  641]]

 [[ 891  638]]

 [[ 901  638]]

 [[ 907  641]]

 [[ 916  653]]

 [[ 921  666]]

 [[ 924  670]]

 [[ 927  668]]

 [[ 936  654]]

 [[ 941  654]]

 [[ 958  632]]

 [[ 959  626]]

 [[ 953  620]]

 [[ 954  614]]

 [[ 976  612]]

 [[ 978  609]]

 [[ 984  608]]

 [[ 986  600]]

 [[ 990  596]]

 [[ 992  596]]

 [[ 993  609]]

 [[ 995  611]]

 [[ 996  617]]

 [[1004  619]]

 [[1008  626]]

 [[1010  647]]

 [[1007  653]]

 [[1007  663]]

 [[1010  665]]

 [[1020  667]]

 [[1035  667]]

 [[1051  670]]

 [[1068  684]]

 [[1074  694]]

 [[1083  703]]

 [[1089  702]]

 [[1096  698]]

 [[1100  692]]

 [[1130  661]]

 [[1134  654]]

 [[1134  650]]

 [[1131  647]]

 [[1100  648]]

 [[1098  646]]

 [[1102  636]]

 [[1102  628]]

 [[1100  625]]

 [[1095  625]]

 [[1088  630]]

 [[1084  630]]

 [[1076  622]]

 [[1074  618]]

 [[1068  617]]

 [[1059  612]]

 [[1040  597]]

 [[1040  588]]

 [[1038  588]]

 [[1035  593]]

 [[1031  594]]

 [[1027  591]]

 [[1018  588]]

 [[1013  584]]

 [[1009  584]]

 [[1005  595]]

 [[1002  596]]

 [[1002  585]]

 [[ 998  581]]

 [[ 991  579]]

 [[ 989  576]]

 [[ 990  572]]

 [[ 993  571]]

 [[ 993  569]]

 [[ 991  569]]

 [[ 988  575]]

 [[ 981  576]]

 [[ 977  572]]

 [[ 977  567]]

 [[ 980  565]]

 [[ 987  564]]

 [[ 993  558]]

 [[ 996  558]]

 [[1000  562]]

 [[1000  569]]

 [[1003  568]]

 [[1004  548]]

 [[ 994  534]]

 [[ 994  526]]

 [[ 997  526]]

 [[1005  533]]

 [[1005  542]]

 [[1007  543]]

 [[1007  547]]

 [[1011  550]]

 [[1014  550]]

 [[1021  545]]

 [[1032  544]]

 [[1035  542]]

 [[1054  542]]

 [[1058  545]]

 [[1066  545]]

 [[1070  547]]

 [[1075  554]]

 [[1083  561]]

 [[1086  560]]

 [[1086  557]]

 [[1092  547]]

 [[1096  530]]

 [[1091  532]]

 [[1081  530]]

 [[1076  522]]

 [[1070  525]]

 [[1061  514]]

 [[1063  505]]

 [[1066  501]]

 [[1069  501]]

 [[1074  508]]

 [[1080  513]]

 [[1080  515]]

 [[1086  514]]

 [[1088  516]]

 [[1088  511]]

 [[1092  507]]

 [[1096  506]]

 [[1101  514]]

 [[1101  516]]

 [[1098  518]]

 [[1099  522]]

 [[1100  517]]

 [[1102  516]]

 [[1105  510]]

 [[1105  505]]

 [[1108  500]]

 [[1110  483]]

 [[1112  479]]

 [[1120  472]]

 [[1118  466]]

 [[1115  463]]

 [[1109  464]]

 [[1106  461]]

 [[1106  464]]

 [[1109  466]]

 [[1109  472]]

 [[1106  475]]

 [[1104  475]]

 [[1101  472]]

 [[1101  466]]

 [[1096  460]]

 [[1096  450]]

 [[1099  446]]

 [[1098  439]]

 [[1095  441]]

 [[1096  450]]

 [[1091  453]]

 [[1087  452]]

 [[1081  447]]

 [[1074  446]]

 [[1066  447]]

 [[1060  456]]

 [[1052  455]]

 [[1052  461]]

 [[1061  460]]

 [[1063  463]]

 [[1063  467]]

 [[1060  470]]

 [[1054  471]]

 [[1052  479]]

 [[1049  482]]

 [[1049  484]]

 [[1052  484]]

 [[1052  480]]

 [[1054  478]]

 [[1059  478]]

 [[1062  481]]

 [[1064  488]]

 [[1062  490]]

 [[1063  496]]

 [[1061  504]]

 [[1059  506]]

 [[1054  506]]

 [[1049  501]]

 [[1049  495]]

 [[1052  491]]

 [[1051  489]]

 [[1043  490]]

 [[1032  487]]

 [[1028  488]]

 [[1042  513]]

 [[1042  524]]

 [[1039  529]]

 [[1032  534]]

 [[1020  532]]

 [[1007  534]]

 [[1003  530]]

 [[1003  523]]

 [[ 995  516]]

 [[ 996  510]]

 [[ 992  505]]

 [[ 992  489]]

 [[ 994  485]]

 [[ 998  482]]

 [[ 998  476]]

 [[ 992  471]]

 [[ 988  471]]

 [[ 976  463]]

 [[ 967  462]]

 [[ 963  466]]

 [[ 959  466]]

 [[ 955  471]]

 [[ 951  471]]

 [[ 947  466]]

 [[ 950  460]]

 [[ 951  444]]

 [[ 954  438]]

 [[ 959  438]]

 [[ 959  434]]

 [[ 955  433]]

 [[ 953  438]]

 [[ 948  437]]

 [[ 945  434]]

 [[ 945  428]]

 [[ 932  416]]

 [[ 935  410]]

 [[ 942  410]]

 [[ 943  414]]

 [[ 947  415]]

 [[ 946  411]]

 [[ 943  409]]

 [[ 944  404]]

 [[ 942  402]]

 [[ 939  403]]

 [[ 940  407]]

 [[ 938  409]]

 [[ 931  407]]

 [[ 930  405]]]","[1005, 566]",26529.0,4844.948498794653
51,"[[[ 957  368]]

 [[ 954  372]]

 [[ 956  411]]

 [[ 960  412]]

 [[ 966  408]]

 [[ 970  408]]

 [[ 987  419]]

 [[1005  440]]

 [[1006  447]]

 [[1001  460]]

 [[1001  464]]

 [[1007  469]]

 [[1014  470]]

 [[1020  473]]

 [[1028  473]]

 [[1040  480]]

 [[1039  453]]

 [[1032  447]]

 [[1031  442]]

 [[1025  435]]

 [[1018  435]]

 [[1014  429]]

 [[1006  425]]

 [[1004  420]]

 [[1004  409]]

 [[1000  404]]

 [[1000  399]]

 [[1005  396]]

 [[1004  392]]

 [[ 993  381]]

 [[ 981  363]]

 [[ 977  362]]

 [[ 971  365]]]","[994, 416]",3528.0,644.3129520052597
52,"[[[1065  234]]

 [[1055  234]]

 [[1051  231]]

 [[1048  231]]

 [[1045  235]]

 [[1048  246]]

 [[1047  250]]

 [[1050  257]]

 [[1050  267]]

 [[1058  266]]

 [[1063  270]]

 [[1063  272]]

 [[1053  282]]

 [[1052  285]]

 [[1052  297]]

 [[1054  300]]

 [[1054  304]]

 [[1052  307]]

 [[1048  306]]

 [[1045  300]]

 [[1045  296]]

 [[1040  290]]

 [[1038  290]]

 [[1031  294]]

 [[1029  298]]

 [[1025  301]]

 [[1013  302]]

 [[1010  304]]

 [[1003  302]]

 [[1003  304]]

 [[1008  306]]

 [[1011  310]]

 [[1011  315]]

 [[1008  318]]

 [[1005  318]]

 [[1001  314]]

 [[ 999  308]]

 [[ 993  306]]

 [[ 988  301]]

 [[ 986  316]]

 [[ 982  320]]

 [[ 980  319]]

 [[ 980  317]]

 [[ 978  317]]

 [[ 979  326]]

 [[ 982  325]]

 [[ 983  321]]

 [[ 986  321]]

 [[ 990  324]]

 [[ 991  333]]

 [[ 988  337]]

 [[ 988  343]]

 [[ 992  344]]

 [[ 995  347]]

 [[ 995  356]]

 [[1007  367]]

 [[1009  371]]

 [[1011  371]]

 [[1016  366]]

 [[1020  366]]

 [[1025  357]]

 [[1025  355]]

 [[1022  352]]

 [[1022  342]]

 [[1015  335]]

 [[1016  330]]

 [[1021  327]]

 [[1018  320]]

 [[1018  316]]

 [[1020  314]]

 [[1022  314]]

 [[1028  322]]

 [[1029  340]]

 [[1033  346]]

 [[1044  344]]

 [[1055  338]]

 [[1060  338]]

 [[1061  336]]

 [[1060  334]]

 [[1055  333]]

 [[1054  329]]

 [[1056  326]]

 [[1057  316]]

 [[1062  313]]

 [[1064  309]]

 [[1067  309]]

 [[1070  303]]

 [[1074  301]]

 [[1074  292]]

 [[1066  285]]

 [[1065  279]]

 [[1070  274]]

 [[1070  265]]

 [[1072  263]]

 [[1076  263]]

 [[1076  260]]

 [[1069  261]]

 [[1066  258]]

 [[1066  252]]

 [[1070  249]]

 [[1071  243]]

 [[1070  239]]]","[1032, 310]",4494.0,820.7319745781284
53,"[[[1045  187]]

 [[1043  190]]

 [[1043  195]]

 [[1046  202]]

 [[1044  211]]

 [[1044  221]]

 [[1049  224]]

 [[1053  222]]

 [[1051  214]]

 [[1057  206]]

 [[1064  207]]

 [[1065  217]]

 [[1060  221]]

 [[1062  225]]

 [[1067  225]]

 [[1069  222]]

 [[1075  220]]

 [[1072  208]]

 [[1076  204]]

 [[1075  200]]

 [[1071  200]]

 [[1069  202]]

 [[1063  201]]

 [[1060  192]]

 [[1054  186]]

 [[1049  185]]]","[1057, 205]",714.5,130.4879830520856
54,"[[[1027  105]]

 [[1026  111]]

 [[1028  114]]

 [[1029  128]]

 [[1032  131]]

 [[1043  151]]

 [[1049  157]]

 [[1051  164]]

 [[1056  166]]

 [[1060  170]]

 [[1068  170]]

 [[1074  178]]

 [[1078  190]]

 [[1085  194]]

 [[1090  194]]

 [[1093  190]]

 [[1093  183]]

 [[1085  176]]

 [[1082  167]]

 [[1078  166]]

 [[1073  161]]

 [[1072  150]]

 [[1060  139]]

 [[1058  139]]

 [[1054  144]]

 [[1051  144]]

 [[1048  140]]

 [[1048  136]]

 [[1052  132]]

 [[1052  127]]

 [[1043  127]]

 [[1033  107]]

 [[1031  105]]]","[1058, 152]",1515.0,276.6820074512382
55,"[[[1164   78]]

 [[1163   84]]

 [[1165   99]]

 [[1168  100]]

 [[1174  107]]

 [[1178  108]]

 [[1180   95]]

 [[1184   94]]

 [[1187  103]]

 [[1190  106]]

 [[1189  110]]

 [[1193  115]]

 [[1194  109]]

 [[1190  105]]

 [[1193   98]]

 [[1193   93]]

 [[1190   90]]

 [[1187   82]]

 [[1176   78]]]","[1177, 91]",623.5,113.86879976623565
56,"[[[ 904   81]]

 [[ 886   97]]

 [[ 884  102]]

 [[ 886  110]]

 [[ 902  123]]

 [[ 904  134]]

 [[ 903  142]]

 [[ 894  142]]

 [[ 889  155]]

 [[ 890  168]]

 [[ 894  175]]

 [[ 893  182]]

 [[ 890  186]]

 [[ 890  194]]

 [[ 893  203]]

 [[ 902  218]]

 [[ 908  224]]

 [[ 908  227]]

 [[ 918  235]]

 [[ 920  240]]

 [[ 934  245]]

 [[ 941  251]]

 [[ 943  261]]

 [[ 945  260]]

 [[ 951  244]]

 [[ 955  239]]

 [[ 962  238]]

 [[ 969  233]]

 [[ 969  215]]

 [[ 971  213]]

 [[ 977  213]]

 [[ 981  218]]

 [[ 981  227]]

 [[ 979  231]]

 [[ 982  236]]

 [[ 982  246]]

 [[ 988  266]]

 [[ 991  270]]

 [[ 993  277]]

 [[ 998  267]]

 [[1006  260]]

 [[1006  256]]

 [[1008  254]]

 [[1013  255]]

 [[1013  267]]

 [[1006  276]]

 [[1000  278]]

 [[ 997  284]]

 [[ 998  289]]

 [[1003  292]]

 [[1006  292]]

 [[1008  286]]

 [[1011  283]]

 [[1015  284]]

 [[1019  288]]

 [[1024  288]]

 [[1028  269]]

 [[1023  262]]

 [[1025  255]]

 [[1023  249]]

 [[1026  247]]

 [[1033  246]]

 [[1033  243]]

 [[1026  239]]

 [[1024  233]]

 [[1028  227]]

 [[1035  228]]

 [[1037  224]]

 [[1032  219]]

 [[1027  219]]

 [[1021  222]]

 [[1019  220]]

 [[1018  214]]

 [[1026  203]]

 [[1029  203]]

 [[1031  205]]

 [[1034  204]]

 [[1033  194]]

 [[1035  188]]

 [[1042  182]]

 [[1043  178]]

 [[1035  167]]

 [[1035  159]]

 [[1027  149]]

 [[1022  147]]

 [[1021  139]]

 [[1010  134]]

 [[1007  143]]

 [[1010  147]]

 [[1011  155]]

 [[1016  156]]

 [[1019  161]]

 [[1016  170]]

 [[1017  182]]

 [[1019  189]]

 [[1024  196]]

 [[1024  199]]

 [[1020  200]]

 [[1016  194]]

 [[1006  193]]

 [[1000  184]]

 [[1000  177]]

 [[ 995  176]]

 [[ 995  171]]

 [[1002  161]]

 [[1001  156]]

 [[ 996  149]]

 [[ 996  142]]

 [[ 990  136]]

 [[ 988  127]]

 [[ 983  122]]

 [[ 983  119]]

 [[ 987  117]]

 [[ 984  104]]

 [[ 985   99]]

 [[ 990   94]]

 [[ 999   90]]

 [[1002   87]]

 [[1003   83]]

 [[1010   76]]

 [[1017   76]]

 [[1018   72]]

 [[1015   69]]

 [[1010   68]]

 [[1005   72]]

 [[ 999   74]]

 [[ 994   80]]

 [[ 982   79]]

 [[ 974   86]]

 [[ 975   90]]

 [[ 982   97]]

 [[ 982  100]]

 [[ 980  102]]

 [[ 980  116]]

 [[ 972  119]]

 [[ 973  131]]

 [[ 977  136]]

 [[ 976  144]]

 [[ 979  148]]

 [[ 978  158]]

 [[ 982  165]]

 [[ 982  172]]

 [[ 987  176]]

 [[ 979  195]]

 [[ 980  206]]

 [[ 976  211]]

 [[ 973  210]]

 [[ 970  201]]

 [[ 971  188]]

 [[ 974  181]]

 [[ 976  180]]

 [[ 975  175]]

 [[ 971  174]]

 [[ 964  168]]

 [[ 963  175]]

 [[ 958  179]]

 [[ 954  178]]

 [[ 947  169]]

 [[ 947  162]]

 [[ 935  155]]

 [[ 933  151]]

 [[ 934  141]]

 [[ 929  140]]

 [[ 929  145]]

 [[ 925  148]]

 [[ 926  158]]

 [[ 924  161]]

 [[ 919  163]]

 [[ 912  157]]

 [[ 912  151]]

 [[ 914  148]]

 [[ 910  142]]

 [[ 910  133]]

 [[ 914  129]]

 [[ 918  129]]

 [[ 920  126]]

 [[ 929  126]]

 [[ 931  123]]

 [[ 931  117]]

 [[ 927   98]]

 [[ 922   92]]

 [[ 920   85]]

 [[ 915   81]]]","[961, 185]",14525.5,2652.76864635839
57,"[[[1106   63]]

 [[1105   66]]

 [[1098   73]]

 [[1098   75]]

 [[1105   79]]

 [[1108   92]]

 [[1105   94]]

 [[1100   93]]

 [[1097   95]]

 [[1097  101]]

 [[1099  103]]

 [[1099  112]]

 [[1098  115]]

 [[1094  118]]

 [[1094  120]]

 [[1100  125]]

 [[1103  132]]

 [[1113  146]]

 [[1118  148]]

 [[1124  154]]

 [[1134  159]]

 [[1135  164]]

 [[1137  166]]

 [[1137  172]]

 [[1134  175]]

 [[1131  175]]

 [[1124  168]]

 [[1122  162]]

 [[1111  158]]

 [[1105  151]]

 [[1100  150]]

 [[1094  144]]

 [[1091  138]]

 [[1087  139]]

 [[1087  149]]

 [[1093  158]]

 [[1096  158]]

 [[1102  162]]

 [[1109  163]]

 [[1116  172]]

 [[1118  184]]

 [[1116  189]]

 [[1117  200]]

 [[1115  206]]

 [[1122  218]]

 [[1127  232]]

 [[1129  233]]

 [[1132  230]]

 [[1137  230]]

 [[1146  236]]

 [[1159  228]]

 [[1166  230]]

 [[1166  228]]

 [[1171  223]]

 [[1171  214]]

 [[1174  214]]

 [[1180  218]]

 [[1185  224]]

 [[1189  224]]

 [[1190  222]]

 [[1209  222]]

 [[1210  224]]

 [[1213  224]]

 [[1215  220]]

 [[1209  220]]

 [[1206  217]]

 [[1197  218]]

 [[1187  213]]

 [[1188  207]]

 [[1191  205]]

 [[1196  197]]

 [[1196  192]]

 [[1191  186]]

 [[1191  182]]

 [[1182  168]]

 [[1175  162]]

 [[1175  151]]

 [[1170  146]]

 [[1171  135]]

 [[1167  130]]

 [[1162  117]]

 [[1156  108]]

 [[1154   96]]

 [[1155   75]]

 [[1141   63]]

 [[1132   59]]

 [[1124   59]]]","[1141, 151]",10533.5,1923.716122434071
58,"[[[1088   23]]

 [[1083   23]]

 [[1079   21]]

 [[1069   21]]

 [[1058   25]]

 [[1053   32]]

 [[1050   33]]

 [[1046   38]]

 [[1044   44]]

 [[1045   65]]

 [[1050   76]]

 [[1055   81]]

 [[1064   84]]

 [[1074   83]]

 [[1079   80]]

 [[1087   69]]

 [[1093   67]]

 [[1094   62]]

 [[1091   58]]

 [[1088   44]]

 [[1091   27]]]","[1068, 52]",2421.5,442.23464095258964
59,"[[[1016   21]]

 [[1014   23]]

 [[1014   26]]

 [[1017   32]]

 [[1017   47]]

 [[1020   51]]

 [[1025   53]]

 [[1030   58]]

 [[1033   58]]

 [[1035   56]]

 [[1036   48]]

 [[1036   28]]

 [[1033   24]]

 [[1029   22]]]","[1026, 37]",618.0,112.86434363357439
60,"[[[ 994   14]]

 [[ 970   12]]

 [[ 959   17]]

 [[ 954   22]]

 [[ 950   29]]

 [[ 950   40]]

 [[ 953   55]]

 [[ 959   64]]

 [[ 969   69]]

 [[ 976   70]]

 [[ 981   69]]

 [[ 985   65]]

 [[ 992   65]]

 [[ 996   62]]

 [[ 999   62]]

 [[1006   56]]

 [[1006   49]]

 [[1003   37]]

 [[1003   27]]]","[977, 40]",2590.0,473.00752428957554
61,"[[[1447  582]]

 [[1443  586]]

 [[1443  597]]

 [[1450  622]]

 [[1453  628]]

 [[1460  634]]

 [[1461  638]]

 [[1464  641]]

 [[1471  645]]

 [[1477  645]]

 [[1481  638]]

 [[1481  627]]

 [[1477  621]]

 [[1478  616]]

 [[1475  610]]

 [[1473  599]]

 [[1470  597]]

 [[1470  595]]

 [[1467  594]]

 [[1464  590]]

 [[1453  582]]]","[1462, 613]",1497.0,273.3946964716195
62,"[[[1371  532]]

 [[1371  536]]

 [[1375  543]]

 [[1384  547]]

 [[1384  550]]

 [[1380  556]]

 [[1380  565]]

 [[1383  568]]

 [[1404  569]]

 [[1417  575]]

 [[1429  594]]

 [[1431  601]]

 [[1431  614]]

 [[1429  620]]

 [[1431  621]]

 [[1437  612]]

 [[1437  606]]

 [[1434  596]]

 [[1426  583]]

 [[1416  574]]

 [[1416  572]]

 [[1398  551]]

 [[1395  544]]

 [[1390  539]]

 [[1374  532]]]","[1399, 563]",915.0,167.1049747972825
63,"[[[1431  530]]

 [[1430  534]]

 [[1434  535]]

 [[1438  539]]

 [[1438  545]]

 [[1435  548]]

 [[1417  545]]

 [[1413  548]]

 [[1412  552]]

 [[1417  561]]

 [[1430  576]]

 [[1437  576]]

 [[1440  574]]

 [[1447  564]]

 [[1449  547]]

 [[1445  539]]

 [[1435  530]]]","[1432, 555]",928.5,169.57045803199648
64,"[[[1230  505]]

 [[1227  505]]

 [[1225  508]]

 [[1218  508]]

 [[1212  510]]

 [[1205  516]]

 [[1196  531]]

 [[1199  564]]

 [[1202  568]]

 [[1206  569]]

 [[1212  574]]

 [[1218  572]]

 [[1222  567]]

 [[1227  566]]

 [[1227  562]]

 [[1230  558]]

 [[1238  558]]

 [[1244  552]]

 [[1252  555]]

 [[1257  555]]

 [[1264  546]]

 [[1265  534]]

 [[1262  525]]

 [[1244  520]]

 [[1232  510]]]","[1226, 538]",3033.5,554.0032142596245
65,"[[[1220  284]]

 [[1220  288]]

 [[1216  293]]

 [[1216  296]]

 [[1220  301]]

 [[1220  307]]

 [[1218  311]]

 [[1213  309]]

 [[1212  318]]

 [[1213  320]]

 [[1215  320]]

 [[1217  318]]

 [[1218  312]]

 [[1224  313]]

 [[1228  317]]

 [[1227  323]]

 [[1220  329]]

 [[1222  333]]

 [[1225  330]]

 [[1231  328]]

 [[1229  320]]

 [[1231  316]]

 [[1234  314]]

 [[1235  309]]

 [[1238  305]]

 [[1244  306]]

 [[1252  315]]

 [[1254  315]]

 [[1257  312]]

 [[1257  309]]

 [[1251  305]]

 [[1242  295]]

 [[1239  302]]

 [[1236  305]]

 [[1234  305]]

 [[1228  299]]

 [[1227  292]]]","[1230, 307]",597.5,109.12046168456425
