,contour,moments,area_pixels,area_μm^2
0,"[[[692 679]]

 [[675 675]]

 [[672 678]]

 [[669 678]]

 [[663 687]]

 [[653 692]]

 [[653 696]]

 [[651 697]]

 [[649 723]]

 [[651 724]]

 [[654 735]]

 [[659 740]]

 [[670 742]]

 [[673 741]]

 [[673 738]]

 [[676 736]]

 [[677 724]]

 [[680 720]]

 [[681 712]]

 [[681 688]]

 [[686 683]]

 [[689 683]]

 [[691 685]]

 [[692 690]]

 [[689 694]]

 [[690 699]]

 [[694 692]]

 [[694 682]]]","[667, 707]",1719.5,200.29353865508043
1,"[[[568 671]]

 [[556 675]]

 [[553 679]]

 [[549 690]]

 [[550 704]]

 [[554 705]]

 [[565 698]]

 [[567 690]]

 [[571 683]]

 [[571 677]]]","[559, 687]",498.5,58.067071253014014
2,"[[[531 663]]

 [[524 663]]

 [[517 666]]

 [[507 678]]

 [[504 684]]

 [[504 712]]

 [[508 718]]

 [[515 719]]

 [[517 722]]

 [[523 722]]

 [[524 719]]

 [[527 718]]

 [[537 700]]

 [[539 693]]

 [[541 678]]

 [[539 671]]]","[521, 691]",1652.0,192.43089610828315
3,"[[[578 607]]

 [[575 607]]

 [[572 610]]

 [[563 611]]

 [[555 620]]

 [[555 622]]

 [[541 642]]

 [[541 650]]

 [[539 651]]

 [[539 656]]

 [[546 664]]

 [[550 666]]

 [[560 666]]

 [[569 664]]

 [[572 661]]

 [[574 661]]

 [[585 649]]

 [[586 643]]

 [[583 636]]

 [[583 625]]

 [[586 619]]

 [[584 614]]]","[564, 639]",1923.0,223.99794988875817
4,"[[[251 593]]

 [[250 601]]

 [[260 610]]

 [[274 615]]

 [[282 615]]

 [[282 613]]

 [[284 612]]

 [[286 604]]

 [[282 598]]

 [[277 596]]

 [[276 594]]

 [[262 589]]

 [[255 590]]]","[268, 602]",636.5,74.14180712646623
5,"[[[ 57 583]]

 [[ 54 585]]

 [[ 50 585]]

 [[ 47 588]]

 [[ 46 592]]

 [[ 42 594]]

 [[ 42 599]]

 [[ 44 601]]

 [[ 45 610]]

 [[ 55 627]]

 [[ 60 631]]

 [[ 65 641]]

 [[ 65 649]]

 [[ 63 651]]

 [[ 63 666]]

 [[ 60 673]]

 [[ 63 677]]

 [[ 66 687]]

 [[ 69 690]]

 [[ 69 693]]

 [[ 72 694]]

 [[ 70 689]]

 [[ 80 681]]

 [[ 81 671]]

 [[ 86 666]]

 [[ 84 661]]

 [[ 84 653]]

 [[ 86 647]]

 [[ 92 644]]

 [[ 92 638]]

 [[ 94 636]]

 [[ 93 622]]

 [[ 86 607]]

 [[ 84 605]]

 [[ 76 606]]

 [[ 70 600]]

 [[ 64 588]]

 [[ 59 583]]]","[69, 631]",2754.0,320.7958159093292
6,"[[[495 561]]

 [[494 571]]

 [[488 576]]

 [[490 579]]

 [[490 585]]

 [[488 587]]

 [[485 587]]

 [[482 583]]

 [[482 587]]

 [[486 591]]

 [[485 596]]

 [[482 598]]

 [[482 601]]

 [[484 603]]

 [[484 609]]

 [[482 613]]

 [[475 617]]

 [[471 623]]

 [[471 632]]

 [[469 637]]

 [[477 644]]

 [[479 650]]

 [[483 652]]

 [[482 655]]

 [[484 656]]

 [[486 662]]

 [[489 663]]

 [[490 661]]

 [[492 661]]

 [[498 670]]

 [[501 672]]

 [[508 666]]

 [[515 657]]

 [[516 651]]

 [[513 646]]

 [[512 638]]

 [[516 633]]

 [[510 635]]

 [[507 629]]

 [[507 623]]

 [[509 622]]

 [[509 618]]

 [[503 610]]

 [[499 597]]

 [[497 583]]

 [[501 578]]

 [[501 575]]

 [[497 567]]

 [[498 561]]]","[493, 627]",2442.5,284.5111766007758
7,"[[[622 539]]

 [[621 544]]

 [[612 552]]

 [[605 554]]

 [[604 558]]

 [[596 563]]

 [[595 570]]

 [[586 578]]

 [[584 584]]

 [[585 602]]

 [[594 615]]

 [[600 619]]

 [[600 631]]

 [[596 638]]

 [[602 637]]

 [[599 634]]

 [[603 631]]

 [[604 614]]

 [[611 606]]

 [[616 606]]

 [[622 603]]

 [[630 593]]

 [[633 583]]

 [[633 575]]

 [[638 566]]

 [[640 565]]

 [[640 562]]

 [[634 553]]

 [[631 543]]

 [[627 543]]]","[610, 580]",2618.0,304.9540472224487
8,"[[[201 514]]

 [[198 517]]

 [[197 523]]

 [[193 529]]

 [[194 540]]

 [[191 543]]

 [[192 547]]

 [[198 556]]

 [[206 558]]

 [[209 561]]

 [[220 561]]

 [[223 563]]

 [[227 563]]

 [[229 557]]

 [[236 550]]

 [[236 547]]

 [[232 542]]

 [[232 533]]

 [[230 527]]

 [[221 521]]

 [[211 511]]]","[212, 538]",1592.5,185.50012230777295
9,"[[[437 504]]

 [[433 504]]

 [[430 507]]

 [[424 507]]

 [[421 510]]

 [[417 531]]

 [[415 535]]

 [[415 539]]

 [[421 548]]

 [[424 550]]

 [[426 558]]

 [[429 561]]

 [[432 561]]

 [[440 551]]

 [[445 537]]

 [[445 533]]

 [[441 525]]

 [[442 520]]

 [[438 515]]]","[430, 532]",1124.5,130.98580064997844
