,contour,moments,area_pixels
0,"[[[1145  670]]

 [[1143  673]]

 [[1137  676]]

 [[1137  683]]

 [[1130  688]]

 [[1130  703]]

 [[1133  706]]

 [[1140  708]]

 [[1152  719]]

 [[1158  722]]

 [[1167  722]]

 [[1179  738]]

 [[1184  742]]

 [[1189  743]]

 [[1189  737]]

 [[1183  729]]

 [[1175  710]]

 [[1166  705]]

 [[1165  703]]

 [[1155  700]]

 [[1140  689]]

 [[1140  684]]

 [[1142  683]]

 [[1147  672]]

 [[1147  670]]]","[1156, 708]",1186.0
1,"[[[1068  632]]

 [[1065  630]]

 [[1055  629]]

 [[1054  627]]

 [[1051  627]]

 [[1042  620]]

 [[1035  620]]

 [[1021  625]]

 [[1009  636]]

 [[1008  641]]

 [[1005  645]]

 [[1006  651]]

 [[1003  661]]

 [[ 999  664]]

 [[ 998  677]]

 [[1004  678]]

 [[1014  675]]

 [[1029  675]]

 [[1048  679]]

 [[1060  678]]

 [[1069  669]]

 [[1071  663]]

 [[1070  640]]]","[1036, 651]",3292.5
2,"[[[1195  593]]

 [[1178  597]]

 [[1167  603]]

 [[1167  615]]

 [[1172  623]]

 [[1175  625]]

 [[1184  626]]

 [[1190  616]]

 [[1196  612]]

 [[1197  600]]]","[1181, 609]",704.5
3,"[[[1161  605]]

 [[1148  592]]

 [[1143  590]]

 [[1131  594]]

 [[1126  594]]

 [[1121  598]]

 [[1112  600]]

 [[1106  604]]

 [[1099  604]]

 [[1089  608]]

 [[1085  608]]

 [[1077  615]]

 [[1072  625]]

 [[1075  640]]

 [[1084  648]]

 [[1086  648]]

 [[1091  654]]

 [[1094  655]]

 [[1114  654]]

 [[1127  662]]

 [[1142  660]]

 [[1159  649]]

 [[1160  642]]

 [[1166  628]]

 [[1166  622]]]","[1122, 627]",4777.0
4,"[[[1454  655]]

 [[1450  655]]

 [[1442  662]]

 [[1440  662]]

 [[1435  671]]

 [[1433  672]]

 [[1432  677]]

 [[1429  679]]

 [[1429  681]]

 [[1440  687]]

 [[1448  696]]

 [[1465  692]]

 [[1466  688]]

 [[1461  683]]

 [[1459  663]]]","[1448, 676]",879.5
5,"[[[1423  644]]

 [[1410  645]]

 [[1409  649]]

 [[1404  654]]

 [[1403  665]]

 [[1407  668]]

 [[1407  673]]

 [[1411  678]]

 [[1418  676]]

 [[1421  672]]

 [[1433  664]]

 [[1435  661]]

 [[1435  658]]

 [[1429  648]]]","[1417, 659]",733.5
6,"[[[1201  620]]

 [[1199  623]]

 [[1199  630]]

 [[1193  635]]

 [[1190  642]]

 [[1191  655]]

 [[1198  654]]

 [[1204  647]]

 [[1210  645]]

 [[1213  648]]

 [[1214  652]]

 [[1221  656]]

 [[1225  662]]

 [[1227  668]]

 [[1226  682]]

 [[1230  687]]

 [[1242  694]]

 [[1251  694]]

 [[1255  692]]

 [[1256  682]]

 [[1253  676]]

 [[1243  669]]

 [[1235  661]]

 [[1231  651]]

 [[1226  646]]

 [[1226  644]]

 [[1215  634]]

 [[1213  630]]

 [[1210  628]]

 [[1210  626]]

 [[1208  626]]

 [[1203  620]]]","[1223, 659]",1507.5
7,"[[[1210  548]]

 [[1205  560]]

 [[1206  588]]

 [[1204  589]]

 [[1204  592]]

 [[1206  597]]

 [[1206  610]]

 [[1231  637]]

 [[1239  650]]

 [[1248  656]]

 [[1248  659]]

 [[1254  657]]

 [[1264  669]]

 [[1271  681]]

 [[1275  685]]

 [[1284  690]]

 [[1289  690]]

 [[1303  686]]

 [[1311  680]]

 [[1320  678]]

 [[1328  674]]

 [[1339  661]]

 [[1343  646]]

 [[1352  634]]

 [[1353  616]]

 [[1348  608]]

 [[1346  598]]

 [[1338  577]]

 [[1330  578]]

 [[1321  576]]

 [[1316  573]]

 [[1299  574]]

 [[1285  572]]

 [[1279  569]]

 [[1273  569]]

 [[1267  566]]

 [[1264  562]]

 [[1241  550]]

 [[1231  543]]

 [[1216  544]]]","[1278, 615]",14019.0
8,"[[[458 836]]

 [[456 834]]

 [[450 834]]

 [[446 837]]

 [[437 838]]

 [[433 843]]

 [[423 844]]

 [[420 853]]

 [[421 859]]

 [[428 864]]

 [[433 864]]

 [[438 858]]

 [[447 858]]

 [[451 856]]

 [[456 850]]

 [[458 844]]]","[439, 848]",724.5
9,"[[[468 825]]

 [[469 834]]

 [[471 838]]

 [[475 841]]

 [[481 842]]

 [[486 846]]

 [[501 846]]

 [[504 843]]

 [[504 836]]

 [[500 830]]

 [[492 828]]

 [[489 825]]

 [[481 824]]

 [[479 822]]

 [[471 822]]]","[485, 834]",620.0
