,contour,moments,area_pixels
0,"[[[1240  349]]

 [[1233  348]]

 [[1224  352]]

 [[1219  359]]

 [[1207  364]]

 [[1196  376]]

 [[1186  376]]

 [[1179  378]]

 [[1178  380]]

 [[1174  376]]

 [[1168  377]]

 [[1168  384]]

 [[1176  385]]

 [[1177  388]]

 [[1180  390]]

 [[1178  405]]

 [[1182  411]]

 [[1188  411]]

 [[1192  408]]

 [[1207  384]]

 [[1219  372]]

 [[1227  368]]

 [[1235  368]]

 [[1240  365]]

 [[1243  360]]

 [[1243  353]]]","[1203, 378]",1493.5
1,"[[[1157  322]]

 [[1154  326]]

 [[1155  336]]

 [[1158  344]]

 [[1156  356]]

 [[1157  358]]

 [[1163  360]]

 [[1167  358]]

 [[1169  354]]

 [[1170  346]]

 [[1175  338]]

 [[1175  331]]

 [[1173  327]]

 [[1167  326]]

 [[1162  322]]]","[1163, 339]",551.0
2,"[[[1091  273]]

 [[1089  273]]

 [[1083  265]]

 [[1079  264]]

 [[1079  267]]

 [[1076  271]]

 [[1073  271]]

 [[1072  273]]

 [[1066  274]]

 [[1061  278]]

 [[1057  279]]

 [[1045  290]]

 [[1037  292]]

 [[1032  296]]

 [[1020  293]]

 [[1011  294]]

 [[1006  296]]

 [[1005  298]]

 [[1002  298]]

 [[ 990  310]]

 [[ 988  314]]

 [[ 988  318]]

 [[ 991  320]]

 [[ 990  323]]

 [[ 963  322]]

 [[ 956  325]]

 [[ 954  328]]

 [[ 951  328]]

 [[ 947  332]]

 [[ 943  333]]

 [[ 927  349]]

 [[ 925  357]]

 [[ 918  371]]

 [[ 917  384]]

 [[ 919  386]]

 [[ 919  389]]

 [[ 929  396]]

 [[ 941  397]]

 [[ 950  396]]

 [[ 954  394]]

 [[ 962  394]]

 [[ 979  386]]

 [[ 981  383]]

 [[ 981  371]]

 [[ 985  365]]

 [[ 986  360]]

 [[ 995  348]]

 [[ 998  336]]

 [[ 998  330]]

 [[ 994  327]]

 [[ 994  325]]

 [[1007  324]]

 [[1015  317]]

 [[1023  315]]

 [[1036  304]]

 [[1036  299]]

 [[1041  299]]

 [[1053  303]]

 [[1067  303]]

 [[1078  297]]

 [[1083  291]]

 [[1088  280]]

 [[1091  278]]]","[984, 339]",6321.0
3,"[[[1162  257]]

 [[1160  259]]

 [[1160  266]]

 [[1164  277]]

 [[1168  279]]

 [[1177  278]]

 [[1187  280]]

 [[1195  275]]

 [[1196  278]]

 [[1191  283]]

 [[1183  283]]

 [[1178  285]]

 [[1171  282]]

 [[1163  281]]

 [[1158  285]]

 [[1158  292]]

 [[1150  284]]

 [[1142  284]]

 [[1140  291]]

 [[1145  304]]

 [[1155  304]]

 [[1158  300]]

 [[1158  293]]

 [[1160  292]]

 [[1162  294]]

 [[1165  294]]

 [[1170  301]]

 [[1181  299]]

 [[1190  295]]

 [[1193  298]]

 [[1193  300]]

 [[1190  303]]

 [[1190  306]]

 [[1193  309]]

 [[1197  309]]

 [[1199  307]]

 [[1199  301]]

 [[1205  296]]

 [[1207  280]]

 [[1206  277]]

 [[1204  277]]

 [[1202  274]]

 [[1209  268]]

 [[1209  261]]

 [[1207  259]]

 [[1200  259]]

 [[1192  267]]

 [[1188  267]]

 [[1176  263]]

 [[1167  256]]]","[1178, 282]",1870.0
4,"[[[ 994  263]]

 [[ 996  270]]

 [[ 999  273]]

 [[1005  275]]

 [[1019  273]]

 [[1028  266]]

 [[1027  257]]

 [[1024  254]]

 [[1017  252]]

 [[1006  252]]

 [[1000  254]]

 [[ 996  257]]]","[1010, 263]",622.0
5,"[[[1322  659]]

 [[1320  657]]

 [[1314  657]]

 [[1305  667]]

 [[1299  669]]

 [[1288  676]]

 [[1275  692]]

 [[1273  700]]

 [[1276  703]]

 [[1282  703]]

 [[1292  695]]

 [[1295  689]]

 [[1307  691]]

 [[1310  688]]

 [[1312  676]]

 [[1317  674]]

 [[1323  668]]]","[1298, 680]",933.0
6,"[[[1264  590]]

 [[1264  595]]

 [[1267  598]]

 [[1274  599]]

 [[1276  602]]

 [[1279  603]]

 [[1286  602]]

 [[1293  604]]

 [[1296  608]]

 [[1302  610]]

 [[1298  617]]

 [[1298  627]]

 [[1302  632]]

 [[1308  632]]

 [[1314  627]]

 [[1324  624]]

 [[1327  627]]

 [[1338  630]]

 [[1348  627]]

 [[1350  623]]

 [[1350  610]]

 [[1341  599]]

 [[1332  594]]

 [[1318  593]]

 [[1312  591]]

 [[1305  584]]

 [[1302  583]]

 [[1293  583]]

 [[1288  587]]

 [[1285  587]]

 [[1281  584]]

 [[1273  584]]

 [[1266  587]]]","[1311, 606]",2355.5
7,"[[[1142  451]]

 [[1141  458]]

 [[1145  462]]

 [[1146  467]]

 [[1150  471]]

 [[1155  472]]

 [[1157  474]]

 [[1158  479]]

 [[1164  487]]

 [[1173  489]]

 [[1174  495]]

 [[1177  498]]

 [[1177  509]]

 [[1184  516]]

 [[1185  522]]

 [[1188  526]]

 [[1194  529]]

 [[1198  529]]

 [[1207  523]]

 [[1221  523]]

 [[1225  527]]

 [[1229  541]]

 [[1233  544]]

 [[1236  544]]

 [[1240  549]]

 [[1268  546]]

 [[1275  538]]

 [[1281  536]]

 [[1284  533]]

 [[1284  525]]

 [[1278  518]]

 [[1278  515]]

 [[1283  505]]

 [[1291  504]]

 [[1292  496]]

 [[1286  491]]

 [[1277  488]]

 [[1268  481]]

 [[1266  477]]

 [[1266  468]]

 [[1264  462]]

 [[1257  461]]

 [[1254  464]]

 [[1253  468]]

 [[1243  469]]

 [[1235  465]]

 [[1226  463]]

 [[1219  458]]

 [[1204  452]]

 [[1198  452]]

 [[1194  454]]

 [[1191  449]]

 [[1186  447]]

 [[1179  441]]

 [[1178  438]]

 [[1175  437]]

 [[1168  438]]

 [[1165  445]]

 [[1162  448]]

 [[1156  446]]

 [[1149  446]]]","[1220, 493]",8930.5
8,"[[[1227  263]]

 [[1225  267]]

 [[1226  278]]

 [[1222  283]]

 [[1220  294]]

 [[1213  296]]

 [[1211  301]]

 [[1214  305]]

 [[1220  305]]

 [[1227  299]]

 [[1234  304]]

 [[1241  312]]

 [[1247  314]]

 [[1250  312]]

 [[1251  307]]

 [[1246  298]]

 [[1235  287]]

 [[1236  266]]

 [[1233  263]]]","[1231, 291]",802.5
9,"[[[1646  548]]

 [[1646  552]]

 [[1648  555]]

 [[1655  556]]

 [[1657  561]]

 [[1660  564]]

 [[1663  564]]

 [[1668  569]]

 [[1675  570]]

 [[1692  567]]

 [[1695  564]]

 [[1695  560]]

 [[1688  548]]

 [[1682  544]]

 [[1676  544]]

 [[1673  536]]

 [[1667  532]]

 [[1661  532]]

 [[1657  534]]]","[1670, 552]",1155.0
