,contour,moments,area_pixels
0,"[[[827 697]]

 [[818 695]]

 [[807 697]]

 [[801 700]]

 [[799 722]]

 [[802 724]]

 [[811 723]]

 [[822 717]]

 [[828 711]]]","[812, 708]",647.5
1,"[[[1020  673]]

 [[1012  670]]

 [[ 993  669]]

 [[ 989  671]]

 [[ 972  670]]

 [[ 960  674]]

 [[ 958  679]]

 [[ 953  681]]

 [[ 948  702]]

 [[ 945  704]]

 [[ 944  718]]

 [[ 946  738]]

 [[ 954  742]]

 [[ 967  741]]

 [[ 979  737]]

 [[1010  722]]

 [[1015  717]]

 [[1015  713]]

 [[1012  711]]

 [[1012  709]]

 [[1018  706]]

 [[1024  688]]

 [[1024  682]]]","[981, 703]",4411.0
2,"[[[1091  644]]

 [[1081  644]]

 [[1084  650]]

 [[1085  660]]

 [[1080  666]]

 [[1075  666]]

 [[1066  674]]

 [[1064  674]]

 [[1063  677]]

 [[1053  681]]

 [[1046  681]]

 [[1039  673]]

 [[1033  673]]

 [[1030  670]]

 [[1030  664]]

 [[1028  664]]

 [[1028  666]]

 [[1025  668]]

 [[1027  671]]

 [[1029  682]]

 [[1033  687]]

 [[1054  683]]

 [[1060  680]]

 [[1067  680]]

 [[1078  670]]

 [[1082  668]]

 [[1088  668]]

 [[1093  657]]]","[1061, 669]",564.5
3,"[[[1325  687]]

 [[1331  693]]

 [[1343  701]]

 [[1359  702]]

 [[1364  705]]

 [[1373  705]]

 [[1375  703]]

 [[1397  700]]

 [[1417  701]]

 [[1421  700]]

 [[1425  695]]

 [[1428  685]]

 [[1433  679]]

 [[1432  669]]

 [[1427  666]]

 [[1419  657]]

 [[1414  656]]

 [[1408  652]]

 [[1396  650]]

 [[1364  652]]

 [[1360  650]]

 [[1353  650]]

 [[1348  652]]

 [[1348  654]]

 [[1343  660]]

 [[1334  664]]

 [[1327  678]]]","[1379, 677]",4645.5
4,"[[[1099  648]]

 [[1100  664]]

 [[1111  680]]

 [[1119  684]]

 [[1147  686]]

 [[1153  689]]

 [[1160  690]]

 [[1173  706]]

 [[1183  712]]

 [[1210  718]]

 [[1228  725]]

 [[1249  726]]

 [[1261  734]]

 [[1268  734]]

 [[1277  731]]

 [[1292  718]]

 [[1293  715]]

 [[1305  702]]

 [[1308  696]]

 [[1318  684]]

 [[1322  675]]

 [[1322  671]]

 [[1326  668]]

 [[1330  661]]

 [[1329  657]]

 [[1323  651]]

 [[1319  650]]

 [[1315  646]]

 [[1307  642]]

 [[1305  639]]

 [[1294  634]]

 [[1282  634]]

 [[1269  629]]

 [[1252  630]]

 [[1250  628]]

 [[1239  628]]

 [[1210  620]]

 [[1192  620]]

 [[1185  617]]

 [[1174  620]]

 [[1173  622]]

 [[1167  625]]

 [[1159  625]]

 [[1157  627]]

 [[1129  626]]

 [[1121  628]]

 [[1116  632]]

 [[1114  636]]

 [[1111  636]]

 [[1109  642]]]","[1218, 669]",17443.0
5,"[[[3193   44]]

 [[3193   50]]

 [[3196   54]]

 [[3202   54]]

 [[3206   50]]

 [[3208   51]]

 [[3208   60]]

 [[3213   65]]

 [[3217   63]]

 [[3226   64]]

 [[3228   60]]

 [[3231   60]]

 [[3234   66]]

 [[3239   66]]

 [[3241   63]]

 [[3239   58]]

 [[3233   58]]

 [[3232   54]]

 [[3229   51]]

 [[3221   53]]

 [[3216   47]]

 [[3217   42]]

 [[3213   38]]

 [[3208   38]]

 [[3204   41]]

 [[3198   40]]

 [[3195   41]]]","[3214, 52]",619.5
6,"[[[3403  160]]

 [[3404  167]]

 [[3407  170]]

 [[3406  177]]

 [[3408  181]]

 [[3419  180]]

 [[3422  178]]

 [[3424  178]]

 [[3425  181]]

 [[3418  185]]

 [[3418  190]]

 [[3415  193]]

 [[3415  198]]

 [[3409  204]]

 [[3409  210]]

 [[3412  215]]

 [[3409  216]]

 [[3402  210]]

 [[3399  211]]

 [[3396  216]]

 [[3387  216]]

 [[3385  221]]

 [[3389  225]]

 [[3395  224]]

 [[3398  220]]

 [[3402  225]]

 [[3413  224]]

 [[3417  227]]

 [[3424  227]]

 [[3425  220]]

 [[3423  216]]

 [[3420  214]]

 [[3422  207]]

 [[3421  201]]

 [[3425  199]]

 [[3426  195]]

 [[3429  194]]

 [[3432  186]]

 [[3436  184]]

 [[3439  188]]

 [[3443  189]]

 [[3440  192]]

 [[3439  196]]

 [[3444  201]]

 [[3444  203]]

 [[3441  204]]

 [[3439  201]]

 [[3428  200]]

 [[3426  203]]

 [[3427  209]]

 [[3436  210]]

 [[3441  205]]

 [[3443  205]]

 [[3446  209]]

 [[3450  209]]

 [[3453  205]]

 [[3456  206]]

 [[3457  222]]

 [[3462  225]]

 [[3466  225]]

 [[3467  231]]

 [[3474  237]]

 [[3481  238]]

 [[3482  232]]

 [[3478  230]]

 [[3475  225]]

 [[3470  223]]

 [[3471  218]]

 [[3468  212]]

 [[3469  207]]

 [[3465  195]]

 [[3471  191]]

 [[3478  194]]

 [[3482  193]]

 [[3484  188]]

 [[3488  184]]

 [[3488  179]]

 [[3482  178]]

 [[3480  180]]

 [[3477  180]]

 [[3474  182]]

 [[3473  187]]

 [[3471  186]]

 [[3469  181]]

 [[3461  181]]

 [[3452  192]]

 [[3453  199]]

 [[3450  200]]

 [[3448  198]]

 [[3448  193]]

 [[3444  190]]

 [[3444  187]]

 [[3446  186]]

 [[3446  181]]

 [[3450  180]]

 [[3454  173]]

 [[3457  175]]

 [[3463  174]]

 [[3462  167]]

 [[3458  167]]

 [[3454  171]]

 [[3450  169]]

 [[3436  169]]

 [[3430  178]]

 [[3425  179]]

 [[3424  169]]

 [[3416  168]]

 [[3412  158]]

 [[3406  158]]]","[3438, 197]",2652.0
7,"[[[3434  125]]

 [[3432  124]]

 [[3430  119]]

 [[3425  119]]

 [[3419  126]]

 [[3412  125]]

 [[3409  127]]

 [[3407  131]]

 [[3398  131]]

 [[3396  133]]

 [[3396  138]]

 [[3398  140]]

 [[3403  139]]

 [[3405  141]]

 [[3405  145]]

 [[3413  145]]

 [[3418  141]]

 [[3421  135]]

 [[3431  135]]

 [[3435  131]]]","[3416, 132]",519.0
8,"[[[3340   70]]

 [[3339   75]]

 [[3343   79]]

 [[3343   89]]

 [[3341   93]]

 [[3335   97]]

 [[3334  100]]

 [[3336  105]]

 [[3336  110]]

 [[3333  113]]

 [[3334  120]]

 [[3340  120]]

 [[3341  114]]

 [[3343  113]]

 [[3347  118]]

 [[3346  124]]

 [[3348  127]]

 [[3352  128]]

 [[3358  122]]

 [[3365  125]]

 [[3370  125]]

 [[3370  134]]

 [[3372  136]]

 [[3376  136]]

 [[3379  133]]

 [[3379  131]]

 [[3375  127]]

 [[3379  123]]

 [[3382  125]]

 [[3383  128]]

 [[3389  129]]

 [[3391  126]]

 [[3391  121]]

 [[3388  119]]

 [[3382  121]]

 [[3380  120]]

 [[3382  114]]

 [[3380  109]]

 [[3375  109]]

 [[3370  115]]

 [[3366  112]]

 [[3365  107]]

 [[3360  107]]

 [[3356  110]]

 [[3353  108]]

 [[3347  108]]

 [[3347  106]]

 [[3353  102]]

 [[3353   93]]

 [[3351   90]]

 [[3353   83]]

 [[3351   79]]

 [[3347   78]]

 [[3347   71]]

 [[3344   69]]]","[3356, 109]",1231.0
9,"[[[3307   67]]

 [[3303   63]]

 [[3300   55]]

 [[3293   54]]

 [[3284   64]]

 [[3285   68]]

 [[3287   69]]

 [[3296   69]]

 [[3296   74]]

 [[3289   75]]

 [[3286   77]]

 [[3279   72]]

 [[3272   74]]

 [[3273   80]]

 [[3277   87]]

 [[3285   92]]

 [[3279   98]]

 [[3276   96]]

 [[3269   97]]

 [[3266   91]]

 [[3253   90]]

 [[3242   83]]

 [[3238   83]]

 [[3236   85]]

 [[3235  102]]

 [[3232  102]]

 [[3231   98]]

 [[3227   94]]

 [[3222   93]]

 [[3220   95]]

 [[3214   95]]

 [[3212   92]]

 [[3205   93]]

 [[3205   98]]

 [[3207  100]]

 [[3213  100]]

 [[3220  105]]

 [[3226  105]]

 [[3226  118]]

 [[3229  120]]

 [[3234  120]]

 [[3236  114]]

 [[3240  111]]

 [[3240  104]]

 [[3246  110]]

 [[3252  108]]

 [[3253  105]]

 [[3259  101]]

 [[3267  101]]

 [[3272  106]]

 [[3277  106]]

 [[3281  102]]

 [[3286  107]]

 [[3290  108]]

 [[3295  104]]

 [[3295  101]]

 [[3291   94]]

 [[3295   92]]

 [[3299   86]]

 [[3305   86]]

 [[3309   82]]

 [[3305   74]]]","[3265, 90]",2009.5
